%%################################################################################
%
% Institution : Professur fuer Stroemungsmechanik (PfS), 
%               Helmut-Schmidt-Universitaet Hamburg (HSU)                
%
% Author      : Michael Breuer 
%
% E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
%
% Test Case   : 2D Periodic Hill Case
%
% Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
%                 3-D finite volume,
%                 Curvilinear body-fitted coordinate system,
%                 Non-staggered (cell-centered) grid arrangement,
%                 Block-structured grids 
%                 Spatial discretization:  central, second-order accurate
%                 Temporal discretization: Predictor-corrector scheme based on 
%                                          low-storage Runge-Kutta scheme, 
%                                          second-order accurate
% 
% Case        : 4   (Re = 2800, DNS) 
%
% Please refer to               
%
%          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
%          Flow over Periodic Hills - Numerical and Experimental Study in
%          a Wide Range of Reynolds Numbers, 
%          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
%          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
%
%          for further details. 
%
%%#################################################################################
%
%   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
%
 2.785857677E+00 9.820198417E-01 2.156261168E-02 1.510394271E-02 4.780532792E-03 2.288710326E-03 1.460606232E-02
 2.779668808E+00 9.855098724E-01 2.200754173E-02 1.492375508E-02 4.830220249E-03 2.221151954E-03 1.453134511E-02
 2.773480177E+00 9.888770580E-01 2.244473621E-02 1.474676002E-02 4.878082313E-03 2.151777502E-03 1.445709076E-02
 2.767291307E+00 9.921703339E-01 2.287937701E-02 1.457247138E-02 4.925070331E-03 2.081566025E-03 1.438371930E-02
 2.761102676E+00 9.952773452E-01 2.331117168E-02 1.440472808E-02 4.969509784E-03 2.008057432E-03 1.431211364E-02
 2.754913807E+00 9.983198047E-01 2.373847365E-02 1.423944347E-02 5.013179500E-03 1.933571766E-03 1.424091030E-02
 2.748725176E+00 1.001236796E+00 2.416013740E-02 1.408028230E-02 5.055682734E-03 1.857703668E-03 1.417151839E-02
 2.742536306E+00 1.004053712E+00 2.457908913E-02 1.392703410E-02 5.097192246E-03 1.780297724E-03 1.410391275E-02
 2.736347675E+00 1.006771922E+00 2.499683201E-02 1.378015894E-02 5.137830507E-03 1.701539615E-03 1.403847709E-02
 2.730158806E+00 1.009382486E+00 2.540958114E-02 1.364113390E-02 5.177798681E-03 1.621738658E-03 1.397591736E-02
 2.723970175E+00 1.011900663E+00 2.581851929E-02 1.350902487E-02 5.217234604E-03 1.541101141E-03 1.391595881E-02
 2.717781305E+00 1.014328718E+00 2.622544952E-02 1.338433754E-02 5.256279837E-03 1.459551393E-03 1.385920029E-02
 2.711592674E+00 1.016643047E+00 2.662950754E-02 1.326896343E-02 5.294809118E-03 1.376840635E-03 1.380644366E-02
 2.705403805E+00 1.018913150E+00 2.703262307E-02 1.315761078E-02 5.333292764E-03 1.293933019E-03 1.375563815E-02
 2.699215174E+00 1.021020532E+00 2.743054181E-02 1.306059863E-02 5.371453706E-03 1.210160786E-03 1.371165458E-02
 2.693026304E+00 1.023127913E+00 2.782846801E-02 1.296358462E-02 5.409615114E-03 1.126389136E-03 1.366767008E-02
 2.686837435E+00 1.025060773E+00 2.822363563E-02 1.288233511E-02 5.447819829E-03 1.041644369E-03 1.363204513E-02
 2.680648804E+00 1.026951909E+00 2.861599252E-02 1.280435454E-02 5.485859234E-03 9.566407534E-04 1.359797083E-02
 2.674459934E+00 1.028783441E+00 2.900892682E-02 1.273193676E-02 5.524372682E-03 8.714694413E-04 1.356742997E-02
 2.668271303E+00 1.030481696E+00 2.939789556E-02 1.267063152E-02 5.563359242E-03 7.858491736E-04 1.354345679E-02
 2.662082434E+00 1.032180071E+00 2.978687361E-02 1.260932442E-02 5.602345802E-03 7.002290804E-04 1.351948269E-02
 2.655893803E+00 1.033741951E+00 3.017500788E-02 1.255977713E-02 5.642737728E-03 6.148765096E-04 1.350348443E-02
 2.649704933E+00 1.035227895E+00 3.055954166E-02 1.251543406E-02 5.683532916E-03 5.297033931E-04 1.349080820E-02
 2.643516302E+00 1.036728263E+00 3.094574995E-02 1.247055922E-02 5.724368151E-03 4.444783845E-04 1.347787119E-02
 2.637327433E+00 1.038042665E+00 3.133017197E-02 1.244076993E-02 5.767476279E-03 3.601623757E-04 1.347566862E-02
 2.631138802E+00 1.039334655E+00 3.171237558E-02 1.241217554E-02 5.810660310E-03 2.759558847E-04 1.347419992E-02
 2.624949932E+00 1.040626168E+00 3.209614754E-02 1.238401420E-02 5.854012445E-03 1.917281479E-04 1.347315684E-02
 2.618761301E+00 1.041731596E+00 3.247708082E-02 1.236928906E-02 5.899632350E-03 1.080781803E-04 1.348203886E-02
 2.612572432E+00 1.042825937E+00 3.285671771E-02 1.235500537E-02 5.945270881E-03 2.445933205E-05 1.349122543E-02
 2.606383801E+00 1.043920875E+00 3.323736042E-02 1.234095637E-02 5.991028156E-03 -5.918347233E-05 1.350064483E-02
 2.600194931E+00 1.044836283E+00 3.361612931E-02 1.233888883E-02 6.039538886E-03 -1.428057876E-04 1.351991948E-02
 2.594006300E+00 1.045744658E+00 3.399407119E-02 1.233700849E-02 6.088079885E-03 -2.264193317E-04 1.353938226E-02
 2.587817430E+00 1.046653986E+00 3.437212482E-02 1.233510301E-02 6.136616692E-03 -3.100340837E-04 1.355881896E-02
 2.581628561E+00 1.047412157E+00 3.474806622E-02 1.234323066E-02 6.188186351E-03 -3.937130386E-04 1.358742639E-02
 2.575439930E+00 1.048148155E+00 3.512342647E-02 1.235252991E-02 6.240083836E-03 -4.773610272E-04 1.361711230E-02
 2.569251060E+00 1.048879027E+00 3.550035506E-02 1.236152742E-02 6.291952450E-03 -5.608350039E-04 1.364657190E-02
 2.563062429E+00 1.049502373E+00 3.587717935E-02 1.237795223E-02 6.346145179E-03 -6.440492580E-04 1.368293259E-02
 2.556873560E+00 1.050077081E+00 3.625496849E-02 1.239781734E-02 6.401501130E-03 -7.271989598E-04 1.372253429E-02
 2.550684929E+00 1.050651789E+00 3.663275391E-02 1.241768152E-02 6.456856616E-03 -8.103486616E-04 1.376213506E-02
 2.544496059E+00 1.051168561E+00 3.700845689E-02 1.244214829E-02 6.513401866E-03 -8.929005126E-04 1.380542666E-02
 2.538307428E+00 1.051598072E+00 3.738525137E-02 1.247376204E-02 6.572237238E-03 -9.747352451E-04 1.385470759E-02
 2.532118559E+00 1.052029848E+00 3.776236996E-02 1.250517834E-02 6.631049793E-03 -1.056611538E-03 1.390385535E-02
 2.525929928E+00 1.052450538E+00 3.813795000E-02 1.253754459E-02 6.689973176E-03 -1.138287247E-03 1.395364199E-02
 2.519741058E+00 1.052740812E+00 3.851548955E-02 1.258404367E-02 6.751331966E-03 -1.218189136E-03 1.401392557E-02
 2.513552427E+00 1.053033590E+00 3.889541700E-02 1.263051014E-02 6.812967360E-03 -1.298267394E-03 1.407438517E-02
 2.507363558E+00 1.053318262E+00 3.927443922E-02 1.267775428E-02 6.874610204E-03 -1.378173125E-03 1.413533464E-02
 2.501174927E+00 1.053533316E+00 3.965205699E-02 1.273290720E-02 6.937257014E-03 -1.456680940E-03 1.420205273E-02
 2.494986057E+00 1.053670049E+00 4.003070667E-02 1.279747952E-02 7.001424208E-03 -1.533665229E-03 1.427590009E-02
 2.488797426E+00 1.053818703E+00 4.041064158E-02 1.286089420E-02 7.065583486E-03 -1.610952895E-03 1.434896234E-02
 2.482608557E+00 1.053947091E+00 4.078839719E-02 1.292626932E-02 7.129756734E-03 -1.687726704E-03 1.442335546E-02
 2.476419926E+00 1.053970337E+00 4.116938636E-02 1.300499868E-02 7.195784245E-03 -1.764093526E-03 1.450780593E-02
 2.470231056E+00 1.053979874E+00 4.155159742E-02 1.308577880E-02 7.262089755E-03 -1.840564539E-03 1.459378842E-02
 2.464042187E+00 1.053983688E+00 4.193316773E-02 1.316697244E-02 7.328460459E-03 -1.916851965E-03 1.468009595E-02
 2.457853556E+00 1.053952575E+00 4.231360182E-02 1.325145178E-02 7.395450957E-03 -1.993050566E-03 1.476914063E-02
 2.451664686E+00 1.053831577E+00 4.269193858E-02 1.334461570E-02 7.464103401E-03 -2.069324488E-03 1.486545615E-02
 2.445476055E+00 1.053705573E+00 4.306965694E-02 1.343804039E-02 7.532804273E-03 -2.145435195E-03 1.496203057E-02
 2.439287186E+00 1.053581357E+00 4.344758764E-02 1.353137475E-02 7.601488382E-03 -2.221602248E-03 1.505851559E-02
 2.433098555E+00 1.053388596E+00 4.382864386E-02 1.362975780E-02 7.671802305E-03 -2.298549982E-03 1.516059600E-02
 2.426909685E+00 1.053153872E+00 4.421073571E-02 1.373101026E-02 7.742997725E-03 -2.375806449E-03 1.526582986E-02
 2.420721054E+00 1.052909136E+00 4.459162802E-02 1.383254305E-02 7.814200595E-03 -2.452854300E-03 1.537132263E-02
 2.414532185E+00 1.052672625E+00 4.497383907E-02 1.393397804E-02 7.885497063E-03 -2.530101920E-03 1.547676791E-02
 2.408343554E+00 1.052337408E+00 4.535386339E-02 1.404203009E-02 7.959757000E-03 -2.606115071E-03 1.558958925E-02
 2.402154684E+00 1.051983833E+00 4.573143646E-02 1.415101998E-02 8.033976890E-03 -2.681893064E-03 1.570301317E-02
 2.395966053E+00 1.051634908E+00 4.610962793E-02 1.425977331E-02 8.108207025E-03 -2.757730428E-03 1.581628434E-02
 2.389777184E+00 1.051259041E+00 4.649222270E-02 1.437228452E-02 8.183533326E-03 -2.834562911E-03 1.593225636E-02
 2.383588552E+00 1.050821900E+00 4.687705263E-02 1.449138485E-02 8.260299452E-03 -2.912495285E-03 1.605294459E-02
 2.377399683E+00 1.050379157E+00 4.726090655E-02 1.461087354E-02 8.337052539E-03 -2.990389010E-03 1.617393084E-02
 2.371211052E+00 1.049941540E+00 4.764565080E-02 1.473000739E-02 8.413817734E-03 -3.068318125E-03 1.629464515E-02
 2.365022182E+00 1.049439907E+00 4.802772775E-02 1.485622022E-02 8.494517766E-03 -3.145640017E-03 1.642351784E-02
 2.358833313E+00 1.048915744E+00 4.840753227E-02 1.498446614E-02 8.576091379E-03 -3.222879488E-03 1.655465737E-02
 2.352644682E+00 1.048391581E+00 4.878733680E-02 1.511271205E-02 8.657664992E-03 -3.300118959E-03 1.668579690E-02
 2.346455812E+00 1.047852159E+00 4.917002842E-02 1.524364110E-02 8.740166202E-03 -3.378114663E-03 1.681943797E-02
 2.340267181E+00 1.047256947E+00 4.955757037E-02 1.538277417E-02 8.825373836E-03 -3.458213760E-03 1.696090214E-02
 2.334078312E+00 1.046661854E+00 4.994189739E-02 1.552241761E-02 8.910644799E-03 -3.538543824E-03 1.710264571E-02
 2.327889681E+00 1.046066761E+00 5.032464117E-02 1.566231064E-02 8.995947428E-03 -3.618987743E-03 1.724452525E-02
 2.321700811E+00 1.045419335E+00 5.070372671E-02 1.580713503E-02 9.082552046E-03 -3.699727822E-03 1.739160344E-02
 2.315512180E+00 1.044756055E+00 5.108220503E-02 1.595383324E-02 9.169680998E-03 -3.780592931E-03 1.754062995E-02
 2.309323311E+00 1.044092894E+00 5.146068707E-02 1.610053331E-02 9.256809950E-03 -3.861458274E-03 1.768965647E-02
 2.303134680E+00 1.043419957E+00 5.183802173E-02 1.624765992E-02 9.343976155E-03 -3.942330834E-03 1.783919148E-02
 2.296945810E+00 1.042663813E+00 5.222069472E-02 1.640085317E-02 9.433336556E-03 -4.026643932E-03 1.799640991E-02
 2.290757179E+00 1.041917324E+00 5.260467529E-02 1.655359380E-02 9.522777051E-03 -4.110953305E-03 1.815318875E-02
 2.284568310E+00 1.041166663E+00 5.298809335E-02 1.670653000E-02 9.612183087E-03 -4.195264075E-03 1.831015572E-02
 2.278379679E+00 1.040386677E+00 5.337063968E-02 1.686098985E-02 9.702262469E-03 -4.279405810E-03 1.846999303E-02
 2.272190809E+00 1.039572120E+00 5.375553295E-02 1.701739989E-02 9.794143029E-03 -4.363153595E-03 1.863490231E-02
 2.266002178E+00 1.038770556E+00 5.414195359E-02 1.717311330E-02 9.886141866E-03 -4.446948413E-03 1.879915595E-02
 2.259813309E+00 1.037952185E+00 5.452640727E-02 1.732972078E-02 9.977988899E-03 -4.530682694E-03 1.896425337E-02
 2.253624439E+00 1.037099004E+00 5.491486192E-02 1.748742349E-02 1.007131860E-02 -4.614733625E-03 1.913277991E-02
 2.247435808E+00 1.036221027E+00 5.530650541E-02 1.764587685E-02 1.016578171E-02 -4.699029028E-03 1.930382848E-02
 2.241246939E+00 1.035345197E+00 5.569838360E-02 1.780423522E-02 1.026023924E-02 -4.783337470E-03 1.947477832E-02
 2.235058308E+00 1.034463525E+00 5.608962476E-02 1.796284504E-02 1.035471074E-02 -4.867610522E-03 1.964599267E-02
 2.228869438E+00 1.033545136E+00 5.648482963E-02 1.812746935E-02 1.045053732E-02 -4.952132702E-03 1.982176304E-02
 2.222680807E+00 1.032614470E+00 5.688072369E-02 1.829385385E-02 1.054672338E-02 -5.036693066E-03 1.999886148E-02
 2.216491938E+00 1.031676650E+00 5.727589875E-02 1.846083812E-02 1.064295601E-02 -5.121195689E-03 2.017639950E-02
 2.210303307E+00 1.030745268E+00 5.767170712E-02 1.862729527E-02 1.073914673E-02 -5.205749068E-03 2.035355009E-02
 2.204114437E+00 1.029751539E+00 5.806824565E-02 1.880637184E-02 1.083736029E-02 -5.292639136E-03 2.053907886E-02
 2.197925806E+00 1.028743863E+00 5.846337602E-02 1.898694038E-02 1.093574800E-02 -5.379601847E-03 2.072567120E-02
 2.191736937E+00 1.027734399E+00 5.885830894E-02 1.916770078E-02 1.103415806E-02 -5.466571543E-03 2.091240138E-02
 2.185548306E+00 1.026728630E+00 5.925557390E-02 1.934840158E-02 1.113278233E-02 -5.553715862E-03 2.109956183E-02
 2.179359436E+00 1.025671601E+00 5.965862051E-02 1.953611337E-02 1.123352256E-02 -5.642197561E-03 2.129448205E-02
 2.173170805E+00 1.024603486E+00 6.006038561E-02 1.972477697E-02 1.133444253E-02 -5.730797071E-03 2.149009332E-02
 2.166981936E+00 1.023535371E+00 6.046215072E-02 1.991344057E-02 1.143536251E-02 -5.819396582E-03 2.168570459E-02
 2.160793304E+00 1.022463679E+00 6.086555496E-02 2.010202780E-02 1.153717097E-02 -5.908317864E-03 2.188265510E-02
 2.154604435E+00 1.021344304E+00 6.126940623E-02 2.029377967E-02 1.164214313E-02 -5.998576060E-03 2.208582684E-02
 2.148415804E+00 1.020223737E+00 6.167315692E-02 2.048562653E-02 1.174713671E-02 -6.088847294E-03 2.228907123E-02
 2.142226934E+00 1.019104242E+00 6.207610294E-02 2.067690901E-02 1.185204275E-02 -6.178806536E-03 2.249208651E-02
 2.136038065E+00 1.017965078E+00 6.248136237E-02 2.087039873E-02 1.195760909E-02 -6.269039586E-03 2.269783430E-02
 2.129849434E+00 1.016802311E+00 6.289512664E-02 2.106745541E-02 1.206443645E-02 -6.359958556E-03 2.290798165E-02
 2.123660564E+00 1.015639663E+00 6.330888718E-02 2.126451209E-02 1.217126474E-02 -6.450877525E-03 2.311812900E-02
 2.117471933E+00 1.014476061E+00 6.372250617E-02 2.146164700E-02 1.227809489E-02 -6.541807204E-03 2.332834154E-02
 2.111283064E+00 1.013267517E+00 6.413130462E-02 2.166648954E-02 1.238559745E-02 -6.633179728E-03 2.354527637E-02
 2.105094433E+00 1.012021422E+00 6.453854591E-02 2.188015543E-02 1.249413192E-02 -6.724913139E-03 2.377000824E-02
 2.098905563E+00 1.010784388E+00 6.494688988E-02 2.209277451E-02 1.260268502E-02 -6.816680077E-03 2.399377339E-02
 2.092716932E+00 1.009534121E+00 6.535361707E-02 2.230692469E-02 1.271121111E-02 -6.908398587E-03 2.421895415E-02
 2.086528063E+00 1.008244991E+00 6.576362997E-02 2.252817899E-02 1.281919144E-02 -7.001044229E-03 2.445002459E-02
 2.080339432E+00 1.006907940E+00 6.618111581E-02 2.275932021E-02 1.292630006E-02 -7.095290348E-03 2.468910255E-02
 2.074150562E+00 1.005579829E+00 6.659983844E-02 2.298955806E-02 1.303343754E-02 -7.189648692E-03 2.492726222E-02
 2.067961931E+00 1.004237413E+00 6.701658666E-02 2.322123945E-02 1.314052753E-02 -7.283828221E-03 2.516688965E-02
 2.061773062E+00 1.002873898E+00 6.743073463E-02 2.345502377E-02 1.324769761E-02 -7.379209623E-03 2.540833876E-02
 2.055584431E+00 1.001466751E+00 6.783951819E-02 2.369314060E-02 1.335503068E-02 -7.477069739E-03 2.565354668E-02
 2.049395561E+00 1.000048995E+00 6.824664772E-02 2.393186279E-02 1.346222684E-02 -7.575069554E-03 2.589928918E-02
 2.043206930E+00 9.986351728E-01 6.865437329E-02 2.417036705E-02 1.356947236E-02 -7.673019078E-03 2.614483796E-02
 2.037018061E+00 9.972154498E-01 6.906770915E-02 2.440947108E-02 1.367702521E-02 -7.771334145E-03 2.639099024E-02
 2.030829191E+00 9.957708120E-01 6.949877739E-02 2.465088852E-02 1.378553081E-02 -7.870940492E-03 2.663940750E-02
 2.024640560E+00 9.943100810E-01 6.992716342E-02 2.489346452E-02 1.389408577E-02 -7.971052080E-03 2.688836865E-02
 2.018451691E+00 9.928493500E-01 7.035554200E-02 2.513604239E-02 1.400264073E-02 -8.071164601E-03 2.713732980E-02
 2.012263060E+00 9.913955331E-01 7.078476995E-02 2.537845820E-02 1.411139965E-02 -8.171144873E-03 2.738641016E-02
 2.006074190E+00 9.898910522E-01 7.120230794E-02 2.562808618E-02 1.422271412E-02 -8.273708634E-03 2.764093317E-02
 1.999885559E+00 9.883788228E-01 7.161830366E-02 2.587847784E-02 1.433417853E-02 -8.376673795E-03 2.789590508E-02
 1.993696809E+00 9.868665338E-01 7.203429937E-02 2.612886950E-02 1.444564294E-02 -8.479638956E-03 2.815087512E-02
 1.987508059E+00 9.853543043E-01 7.245029509E-02 2.637926117E-02 1.455710735E-02 -8.582604118E-03 2.840584517E-02
 1.981319308E+00 9.838148355E-01 7.288404554E-02 2.663435228E-02 1.467101555E-02 -8.690251037E-03 2.866629511E-02
 1.975130439E+00 9.822717905E-01 7.331923395E-02 2.689003944E-02 1.478522737E-02 -8.798453026E-03 2.892740630E-02
 1.968941689E+00 9.807287455E-01 7.375442237E-02 2.714572661E-02 1.489943918E-02 -8.906655014E-03 2.918851748E-02
 1.962752938E+00 9.791802764E-01 7.418853790E-02 2.740142308E-02 1.501377020E-02 -9.014888667E-03 2.944996208E-02
 1.956564188E+00 9.775814414E-01 7.461130619E-02 2.765596658E-02 1.513124537E-02 -9.122839198E-03 2.971411124E-02
 1.950375438E+00 9.759738445E-01 7.503061742E-02 2.790949680E-02 1.524995919E-02 -9.230668657E-03 2.997899801E-02
 1.944186687E+00 9.743707776E-01 7.545039803E-02 2.816285752E-02 1.536857150E-02 -9.338525124E-03 3.024377301E-02
 1.937997937E+00 9.727520943E-01 7.586853206E-02 2.841680683E-02 1.548753586E-02 -9.446289390E-03 3.050893173E-02
 1.931809187E+00 9.711139202E-01 7.630055398E-02 2.867371775E-02 1.560777612E-02 -9.554403834E-03 3.077481128E-02
 1.925620437E+00 9.694538713E-01 7.675777376E-02 2.893530019E-02 1.572995819E-02 -9.663187899E-03 3.104165010E-02
 1.919431686E+00 9.677992463E-01 7.721576095E-02 2.919669263E-02 1.585213840E-02 -9.772052988E-03 3.130853176E-02
 1.913242936E+00 9.661300182E-01 7.767168432E-02 2.945859917E-02 1.597431861E-02 -9.880700149E-03 3.157529235E-02
 1.907054186E+00 9.644587040E-01 7.812719792E-02 2.972031571E-02 1.609666273E-02 -9.989295155E-03 3.184199333E-02
 1.900865436E+00 9.626945257E-01 7.856377214E-02 2.997316048E-02 1.622655243E-02 -1.009549480E-02 3.210565075E-02
 1.894676685E+00 9.609189034E-01 7.899904251E-02 3.022614866E-02 1.635635272E-02 -1.020169724E-02 3.236931562E-02
 1.888487935E+00 9.591271281E-01 7.943246514E-02 3.047934361E-02 1.648602635E-02 -1.030790433E-02 3.263299540E-02
 1.882299185E+00 9.573523998E-01 7.986783236E-02 3.073232062E-02 1.661583222E-02 -1.041410677E-02 3.289666027E-02
 1.876110435E+00 9.555749893E-01 8.033812791E-02 3.098451719E-02 1.674588770E-02 -1.052312646E-02 3.316224366E-02
 1.869921684E+00 9.537758231E-01 8.082720637E-02 3.123557195E-02 1.687601767E-02 -1.063405350E-02 3.342927247E-02
 1.863732815E+00 9.519698024E-01 8.131529391E-02 3.148638830E-02 1.700611971E-02 -1.074503642E-02 3.369639069E-02
 1.857544065E+00 9.501637816E-01 8.180338889E-02 3.173720464E-02 1.713622361E-02 -1.085602026E-02 3.396350890E-02
 1.851355314E+00 9.483486414E-01 8.228730410E-02 3.198572621E-02 1.726731099E-02 -1.096612215E-02 3.423096985E-02
 1.845166564E+00 9.464482665E-01 8.274174482E-02 3.222327307E-02 1.740322262E-02 -1.107250154E-02 3.450200334E-02
 1.838977814E+00 9.445465803E-01 8.319446445E-02 3.246127442E-02 1.753886230E-02 -1.117916498E-02 3.477330133E-02
 1.832789063E+00 9.426449537E-01 8.364718407E-02 3.269927204E-02 1.767450385E-02 -1.128582750E-02 3.504459932E-02
 1.826600313E+00 9.407370090E-01 8.409909904E-02 3.293849155E-02 1.781006902E-02 -1.139281970E-02 3.531665727E-02
 1.820411563E+00 9.388508797E-01 8.459874988E-02 3.318823874E-02 1.794543490E-02 -1.150674000E-02 3.559407964E-02
