%%################################################################################
%
% Institution : Professur fuer Stroemungsmechanik (PfS), 
%               Helmut-Schmidt-Universitaet Hamburg (HSU)                
%
% Author      : Michael Breuer 
%
% E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
%
% Test Case   : 2D Periodic Hill Case
%
% Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
%                 3-D finite volume,
%                 Curvilinear body-fitted coordinate system,
%                 Non-staggered (cell-centered) grid arrangement,
%                 Block-structured grids 
%                 Spatial discretization:  central, second-order accurate
%                 Temporal discretization: Predictor-corrector scheme based on 
%                                          low-storage Runge-Kutta scheme, 
%                                          second-order accurate
% 
% Case        : 4   (Re = 2800, DNS) 
%
% Please refer to               
%
%          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
%          Flow over Periodic Hills - Numerical and Experimental Study in
%          a Wide Range of Reynolds Numbers, 
%          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
%          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
%
%          for further details. 
%
%%#################################################################################
%
%   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
%
 2.971520424E+00 6.525690556E-01 -4.885692149E-03 3.161629662E-02 5.052567576E-04 1.711290097E-03 1.875597797E-02
 2.965331554E+00 6.956866384E-01 -5.585442297E-03 3.223981336E-02 6.120685721E-04 1.903470024E-03 1.934337430E-02
 2.959142923E+00 7.346208692E-01 -6.277627312E-03 3.233454004E-02 7.249363116E-04 2.065325156E-03 1.965484954E-02
 2.952954054E+00 7.696311474E-01 -6.955478806E-03 3.200718760E-02 8.432081086E-04 2.196757589E-03 1.974286139E-02
 2.946765423E+00 8.005570769E-01 -7.613754831E-03 3.132710978E-02 9.667177801E-04 2.295217710E-03 1.963942498E-02
 2.940576553E+00 8.282657862E-01 -8.251313120E-03 3.043527156E-02 1.094072592E-03 2.367651090E-03 1.941644400E-02
 2.934387922E+00 8.530982137E-01 -8.866469376E-03 2.940583602E-02 1.224379404E-03 2.417320386E-03 1.911084726E-02
 2.928199053E+00 8.753356934E-01 -9.457210079E-03 2.829639427E-02 1.356896828E-03 2.447341802E-03 1.875130087E-02
 2.922010422E+00 8.952823281E-01 -1.002381556E-02 2.715039998E-02 1.491124975E-03 2.460685093E-03 1.835992560E-02
 2.915821552E+00 9.131681323E-01 -1.056595985E-02 2.600324713E-02 1.626331825E-03 2.460045274E-03 1.795459725E-02
 2.909632683E+00 9.292425513E-01 -1.108339522E-02 2.487888932E-02 1.762071392E-03 2.447888488E-03 1.754795760E-02
 2.903444052E+00 9.437102675E-01 -1.157792006E-02 2.379639633E-02 1.897998736E-03 2.426104620E-03 1.715055853E-02
 2.897255182E+00 9.567628503E-01 -1.204915158E-02 2.276713960E-02 2.033550525E-03 2.396807540E-03 1.676822454E-02
 2.891066551E+00 9.685757756E-01 -1.250295434E-02 2.179670893E-02 2.168462146E-03 2.361228922E-03 1.640477218E-02
 2.884877682E+00 9.792779684E-01 -1.293594576E-02 2.089039609E-02 2.302275505E-03 2.321127336E-03 1.606346294E-02
 2.878689051E+00 9.890222549E-01 -1.335252635E-02 2.004688606E-02 2.434961032E-03 2.277366351E-03 1.574477926E-02
 2.872500181E+00 9.979152083E-01 -1.375150215E-02 1.926540397E-02 2.566173207E-03 2.231045859E-03 1.544912625E-02
 2.866311550E+00 1.006058216E+00 -1.413614303E-02 1.854157634E-02 2.695757197E-03 2.182583092E-03 1.517530158E-02
 2.860122681E+00 1.013545990E+00 -1.450772304E-02 1.787064783E-02 2.823764924E-03 2.132430673E-03 1.492183935E-02
 2.853934050E+00 1.020452499E+00 -1.486742217E-02 1.724900864E-02 2.950027352E-03 2.081236336E-03 1.468741801E-02
 2.847745180E+00 1.026848793E+00 -1.521661971E-02 1.667296886E-02 3.074407810E-03 2.029168187E-03 1.447083335E-02
 2.841556549E+00 1.032681823E+00 -1.555242669E-02 1.614968665E-02 3.196752397E-03 1.976266969E-03 1.427545119E-02
 2.835367680E+00 1.038077712E+00 -1.587887667E-02 1.567019522E-02 3.316832474E-03 1.922937459E-03 1.409776229E-02
 2.829179049E+00 1.043124795E+00 -1.619711705E-02 1.522719115E-02 3.435017541E-03 1.869463245E-03 1.393488795E-02
 2.822990179E+00 1.047860622E+00 -1.650762931E-02 1.481761411E-02 3.551447298E-03 1.815998228E-03 1.378560904E-02
 2.816801548E+00 1.052217126E+00 -1.680808142E-02 1.445027813E-02 3.665788565E-03 1.762811444E-03 1.365360618E-02
 2.810612679E+00 1.056281447E+00 -1.710159704E-02 1.411523763E-02 3.777880920E-03 1.709847013E-03 1.353453752E-02
 2.804423809E+00 1.060134172E+00 -1.738990098E-02 1.380380988E-02 3.888401901E-03 1.657051966E-03 1.342502423E-02
 2.798235178E+00 1.063736081E+00 -1.767127961E-02 1.352082845E-02 3.997191787E-03 1.604530145E-03 1.332725771E-02
 2.792046309E+00 1.067074895E+00 -1.794576086E-02 1.326757576E-02 4.103679676E-03 1.552381786E-03 1.324166730E-02
 2.785857677E+00 1.070271850E+00 -1.821663044E-02 1.303023938E-02 4.208813887E-03 1.500473707E-03 1.316267997E-02
 2.779668808E+00 1.073270917E+00 -1.848171279E-02 1.281575300E-02 4.312175792E-03 1.448979718E-03 1.309339330E-02
 2.773480177E+00 1.076079965E+00 -1.874275319E-02 1.262233127E-02 4.413363989E-03 1.397686196E-03 1.303311065E-02
 2.767291307E+00 1.078792334E+00 -1.900117286E-02 1.243972778E-02 4.513499327E-03 1.346566598E-03 1.297754329E-02
 2.761102676E+00 1.081298947E+00 -1.925322786E-02 1.227938477E-02 4.611242563E-03 1.295996364E-03 1.293177530E-02
 2.754913807E+00 1.083706975E+00 -1.950356551E-02 1.212936826E-02 4.707489628E-03 1.245485502E-03 1.289058384E-02
 2.748725176E+00 1.086002827E+00 -1.975120604E-02 1.199151389E-02 4.802248441E-03 1.195051125E-03 1.285486668E-02
 2.742536306E+00 1.088153720E+00 -1.999565959E-02 1.186934114E-02 4.894826096E-03 1.144724200E-03 1.282628719E-02
 2.736347675E+00 1.090259194E+00 -2.023906820E-02 1.175213512E-02 4.986729473E-03 1.094430103E-03 1.279997546E-02
 2.730158806E+00 1.092182517E+00 -2.047725767E-02 1.165434439E-02 5.075586494E-03 1.044392819E-03 1.278275624E-02
 2.723970175E+00 1.094074249E+00 -2.071506903E-02 1.155984495E-02 5.163956434E-03 9.942187462E-04 1.276722830E-02
 2.717781305E+00 1.095824718E+00 -2.095200121E-02 1.147989370E-02 5.249995738E-03 9.434043895E-04 1.275913324E-02
 2.711592674E+00 1.097527504E+00 -2.118704095E-02 1.140498929E-02 5.335252266E-03 8.925576694E-04 1.275367755E-02
 2.705403805E+00 1.099121690E+00 -2.141929232E-02 1.134113315E-02 5.418420769E-03 8.416525088E-04 1.275385451E-02
 2.699215174E+00 1.100661516E+00 -2.165072784E-02 1.128222141E-02 5.500555970E-03 7.902998477E-04 1.275626570E-02
 2.693026304E+00 1.102110863E+00 -2.188288048E-02 1.123100985E-02 5.580634810E-03 7.382135955E-04 1.276197378E-02
 2.686837435E+00 1.103500366E+00 -2.211247571E-02 1.118802465E-02 5.660747178E-03 6.858250708E-04 1.277315989E-02
 2.680648804E+00 1.104817152E+00 -2.234160900E-02 1.115442440E-02 5.740677007E-03 6.329761236E-04 1.279056817E-02
 2.674459934E+00 1.106071830E+00 -2.256918699E-02 1.112752687E-02 5.820041988E-03 5.794075551E-04 1.281152759E-02
 2.668271303E+00 1.107257128E+00 -2.279746160E-02 1.110764593E-02 5.898557138E-03 5.249707610E-04 1.283605769E-02
 2.662082434E+00 1.108401418E+00 -2.302441932E-02 1.109183021E-02 5.976790562E-03 4.701361759E-04 1.286271866E-02
 2.655893803E+00 1.109451056E+00 -2.325102873E-02 1.108486764E-02 6.054106634E-03 4.144104023E-04 1.289384346E-02
 2.649704933E+00 1.110500813E+00 -2.347755991E-02 1.107791811E-02 6.131429691E-03 3.586836101E-04 1.292498037E-02
 2.643516302E+00 1.111423016E+00 -2.370364591E-02 1.108206995E-02 6.208275910E-03 3.007424530E-04 1.296218205E-02
 2.637327433E+00 1.112337232E+00 -2.393055148E-02 1.108703949E-02 6.285265088E-03 2.424372651E-04 1.299997885E-02
 2.631138802E+00 1.113200665E+00 -2.415775694E-02 1.109625492E-02 6.362237036E-03 1.833147835E-04 1.304030791E-02
 2.624949932E+00 1.113975644E+00 -2.438369952E-02 1.111280732E-02 6.438909564E-03 1.230548660E-04 1.308479998E-02
 2.618761301E+00 1.114750504E+00 -2.460964210E-02 1.112935878E-02 6.515582558E-03 6.279496301E-05 1.312929206E-02
 2.612572432E+00 1.115447760E+00 -2.483670227E-02 1.115172543E-02 6.592214108E-03 1.369257006E-06 1.317767426E-02
 2.606383801E+00 1.116088271E+00 -2.506236918E-02 1.117867604E-02 6.668811664E-03 -6.097997903E-05 1.322909817E-02
 2.600194931E+00 1.116729259E+00 -2.528846636E-02 1.120552514E-02 6.745409686E-03 -1.233060466E-04 1.328045689E-02
 2.594006300E+00 1.117297769E+00 -2.551482618E-02 1.123760268E-02 6.821839605E-03 -1.862933132E-04 1.333572529E-02
 2.587817430E+00 1.117812276E+00 -2.573942021E-02 1.127396710E-02 6.898154039E-03 -2.498895919E-04 1.339416951E-02
 2.581628561E+00 1.118327022E+00 -2.596426569E-02 1.131025609E-02 6.974466145E-03 -3.134651633E-04 1.345255971E-02
 2.575439930E+00 1.118796349E+00 -2.618980967E-02 1.135002822E-02 7.050509565E-03 -3.776564263E-04 1.351342257E-02
 2.569251060E+00 1.119177103E+00 -2.641460486E-02 1.139708515E-02 7.126057055E-03 -4.431962734E-04 1.357945893E-02
 2.563062429E+00 1.119556904E+00 -2.663882822E-02 1.144429576E-02 7.201625500E-03 -5.087914760E-04 1.364563778E-02
 2.556873560E+00 1.119938374E+00 -2.686402202E-02 1.149124559E-02 7.277158555E-03 -5.742927315E-04 1.371157542E-02
 2.550684929E+00 1.120206356E+00 -2.708836086E-02 1.154975034E-02 7.351317909E-03 -6.414719974E-04 1.378462370E-02
 2.544496059E+00 1.120457649E+00 -2.731296048E-02 1.160990074E-02 7.425253280E-03 -7.088550483E-04 1.385864895E-02
 2.538307428E+00 1.120708942E+00 -2.753795497E-02 1.167000458E-02 7.499165367E-03 -7.761952584E-04 1.393260807E-02
 2.532118559E+00 1.120939612E+00 -2.776241675E-02 1.173254289E-02 7.572958712E-03 -8.437913493E-04 1.400823705E-02
 2.525929928E+00 1.121067405E+00 -2.798584104E-02 1.180710923E-02 7.646060549E-03 -9.124940261E-04 1.409197412E-02
 2.519741058E+00 1.121196270E+00 -2.821087092E-02 1.188159455E-02 7.719013840E-03 -9.809790645E-04 1.417549141E-02
 2.513552427E+00 1.121325016E+00 -2.843577415E-02 1.195608545E-02 7.791978773E-03 -1.049481332E-03 1.425902545E-02
 2.507363558E+00 1.121428609E+00 -2.865942195E-02 1.203326788E-02 7.865036838E-03 -1.118282671E-03 1.434499398E-02
 2.501174927E+00 1.121448636E+00 -2.888305672E-02 1.211940311E-02 7.938036695E-03 -1.187540009E-03 1.443872601E-02
 2.494986057E+00 1.121469378E+00 -2.910770103E-02 1.220543496E-02 8.010963909E-03 -1.256675343E-03 1.453233697E-02
 2.488797426E+00 1.121490121E+00 -2.933234535E-02 1.229146589E-02 8.083891124E-03 -1.325810677E-03 1.462594792E-02
 2.482608557E+00 1.121504545E+00 -2.955648303E-02 1.237813290E-02 8.156896569E-03 -1.395017607E-03 1.472014096E-02
 2.476419926E+00 1.121425509E+00 -2.977968752E-02 1.247373968E-02 8.230551146E-03 -1.464504632E-03 1.482237317E-02
 2.470231056E+00 1.121347070E+00 -3.000249341E-02 1.256937534E-02 8.304284886E-03 -1.533941715E-03 1.492465101E-02
 2.464042187E+00 1.121268511E+00 -3.022522852E-02 1.266501937E-02 8.378030732E-03 -1.603375887E-03 1.502693910E-02
 2.457853556E+00 1.121190071E+00 -3.044828027E-02 1.276064385E-02 8.451736532E-03 -1.672781655E-03 1.512918808E-02
 2.451664686E+00 1.121040106E+00 -3.067262098E-02 1.286661718E-02 8.525399491E-03 -1.742561464E-03 1.523829624E-02
 2.445476055E+00 1.120855451E+00 -3.089542501E-02 1.297753770E-02 8.599356748E-03 -1.812698087E-03 1.535090152E-02
 2.439287186E+00 1.120670795E+00 -3.111814521E-02 1.308845636E-02 8.673327975E-03 -1.882841578E-03 1.546351518E-02
 2.433098555E+00 1.120486498E+00 -3.134156391E-02 1.319938432E-02 8.747188374E-03 -1.952929539E-03 1.557605620E-02
 2.426909685E+00 1.120293021E+00 -3.156631067E-02 1.331176050E-02 8.820754476E-03 -2.022934845E-03 1.568952389E-02
 2.420721054E+00 1.120002747E+00 -3.178989515E-02 1.343807019E-02 8.893675171E-03 -2.093251329E-03 1.581350900E-02
 2.414532185E+00 1.119712234E+00 -3.201324865E-02 1.356440410E-02 8.966625668E-03 -2.163592260E-03 1.593752764E-02
 2.408343554E+00 1.119421482E+00 -3.223630041E-02 1.369076781E-02 9.039615281E-03 -2.233964391E-03 1.606158353E-02
 2.402154684E+00 1.119131565E+00 -3.246057779E-02 1.381700952E-02 9.112446569E-03 -2.304208698E-03 1.618547738E-02
 2.395966053E+00 1.118809342E+00 -3.268410265E-02 1.394611131E-02 9.185504168E-03 -2.374380827E-03 1.631218195E-02
 2.389777184E+00 1.118419886E+00 -3.290606663E-02 1.408115402E-02 9.259031154E-03 -2.444403246E-03 1.644472592E-02
 2.383588552E+00 1.118030310E+00 -3.312885761E-02 1.421609987E-02 9.332492016E-03 -2.514340216E-03 1.657718420E-02
 2.377399683E+00 1.117640734E+00 -3.335288167E-02 1.435090043E-02 9.405852295E-03 -2.584149595E-03 1.670951396E-02
 2.371211052E+00 1.117251277E+00 -3.357559070E-02 1.448585652E-02 9.479318745E-03 -2.654094715E-03 1.684198156E-02
 2.365022182E+00 1.116824508E+00 -3.379735723E-02 1.462212671E-02 9.553513490E-03 -2.723775571E-03 1.697578840E-02
 2.358833313E+00 1.116340399E+00 -3.401834518E-02 1.476033591E-02 9.628783911E-03 -2.792991465E-03 1.711155660E-02
 2.352644682E+00 1.115856409E+00 -3.424077109E-02 1.489837188E-02 9.703965858E-03 -2.862084424E-03 1.724711433E-02
 2.346455812E+00 1.115372300E+00 -3.446319699E-02 1.503640693E-02 9.779147804E-03 -2.931177150E-03 1.738267206E-02
 2.340267181E+00 1.114888310E+00 -3.468562663E-02 1.517444197E-02 9.854329750E-03 -3.000269877E-03 1.751822978E-02
 2.334078312E+00 1.114372373E+00 -3.490686044E-02 1.531283371E-02 9.929800406E-03 -3.068980295E-03 1.765431650E-02
 2.327889681E+00 1.113791704E+00 -3.512722254E-02 1.545177773E-02 1.000556163E-02 -3.136831336E-03 1.779112220E-02
 2.321700811E+00 1.113210678E+00 -3.534740210E-02 1.559065375E-02 1.008124743E-02 -3.204694483E-03 1.792783290E-02
 2.315512180E+00 1.112629771E+00 -3.556758165E-02 1.572952978E-02 1.015693322E-02 -3.272557398E-03 1.806454547E-02
 2.309323311E+00 1.112048864E+00 -3.578776121E-02 1.586840488E-02 1.023261901E-02 -3.340420546E-03 1.820125617E-02
 2.303134680E+00 1.111452818E+00 -3.601017594E-02 1.600782946E-02 1.030781958E-02 -3.408211982E-03 1.833802648E-02
 2.296945810E+00 1.110775471E+00 -3.623169288E-02 1.614977978E-02 1.038225833E-02 -3.475830890E-03 1.847652346E-02
 2.290757179E+00 1.110098243E+00 -3.645203635E-02 1.629167609E-02 1.045686286E-02 -3.543441184E-03 1.861512847E-02
 2.284568310E+00 1.109420896E+00 -3.667201474E-02 1.643355377E-02 1.053151861E-02 -3.611048916E-03 1.875376515E-02
 2.278379679E+00 1.108743548E+00 -3.689396381E-02 1.657552458E-02 1.060589589E-02 -3.678671084E-03 1.889222488E-02
 2.272190809E+00 1.108066201E+00 -3.711646795E-02 1.671752147E-02 1.068019588E-02 -3.746296978E-03 1.903063431E-02
 2.266002178E+00 1.107320547E+00 -3.733815625E-02 1.686276682E-02 1.075402554E-02 -3.813808318E-03 1.917153224E-02
 2.259813309E+00 1.106568217E+00 -3.755976260E-02 1.700833999E-02 1.082780771E-02 -3.881308483E-03 1.931267790E-02
 2.253624439E+00 1.105816483E+00 -3.778272122E-02 1.715387218E-02 1.090143248E-02 -3.948711790E-03 1.945365965E-02
 2.247435808E+00 1.105064750E+00 -3.800562024E-02 1.729940623E-02 1.097506378E-02 -4.016119987E-03 1.959464885E-02
 2.241246939E+00 1.104312778E+00 -3.822819889E-02 1.744495146E-02 1.104873233E-02 -4.083550535E-03 1.973567717E-02
 2.235058308E+00 1.103525877E+00 -3.844980523E-02 1.759083942E-02 1.112211030E-02 -4.149816465E-03 1.987808198E-02
 2.228869438E+00 1.102717876E+00 -3.867163882E-02 1.773688570E-02 1.119519398E-02 -4.215320107E-03 2.002114616E-02
 2.222680807E+00 1.101909995E+00 -3.889512643E-02 1.788282581E-02 1.126803830E-02 -4.280708730E-03 2.016384900E-02
 2.216491938E+00 1.101102114E+00 -3.911861777E-02 1.802876592E-02 1.134088170E-02 -4.346097354E-03 2.030655183E-02
 2.210303307E+00 1.100294232E+00 -3.934210539E-02 1.817470603E-02 1.141372602E-02 -4.411485977E-03 2.044925652E-02
 2.204114437E+00 1.099473119E+00 -3.956441954E-02 1.832108386E-02 1.148678176E-02 -4.476130009E-03 2.059271745E-02
 2.197925806E+00 1.098625064E+00 -3.978742659E-02 1.846818253E-02 1.155972853E-02 -4.539097659E-03 2.073691227E-02
 2.191736937E+00 1.097776294E+00 -4.000983760E-02 1.861533336E-02 1.163257472E-02 -4.602041561E-03 2.088104561E-02
 2.185548306E+00 1.096927404E+00 -4.023224488E-02 1.876248233E-02 1.170541998E-02 -4.664985463E-03 2.102517709E-02
 2.179359436E+00 1.096078634E+00 -4.045465589E-02 1.890963316E-02 1.177826617E-02 -4.727928899E-03 2.116931044E-02
 2.173170805E+00 1.095228076E+00 -4.067937657E-02 1.905651577E-02 1.185074262E-02 -4.790567793E-03 2.131292224E-02
 2.166981936E+00 1.094335794E+00 -4.090205953E-02 1.920102909E-02 1.192325260E-02 -4.850500263E-03 2.145722508E-02
 2.160793304E+00 1.093443394E+00 -4.112374038E-02 1.934558898E-02 1.199585386E-02 -4.910510033E-03 2.160163783E-02
 2.154604435E+00 1.092550993E+00 -4.134486243E-02 1.949017495E-02 1.206850540E-02 -4.970562644E-03 2.174611390E-02
 2.148415804E+00 1.091658711E+00 -4.156803340E-02 1.963466778E-02 1.214097161E-02 -5.030457396E-03 2.189036086E-02
 2.142226934E+00 1.090766430E+00 -4.179178923E-02 1.977913268E-02 1.221338473E-02 -5.090307444E-03 2.203454264E-02
 2.136038065E+00 1.089838028E+00 -4.201282561E-02 1.992300525E-02 1.228782069E-02 -5.146251526E-03 2.218067460E-02
 2.129849434E+00 1.088904500E+00 -4.223345965E-02 2.006679215E-02 1.236255188E-02 -5.201625172E-03 2.232709154E-02
 2.123660564E+00 1.087971926E+00 -4.245576635E-02 2.021051757E-02 1.243718155E-02 -5.256744102E-03 2.247339860E-02
 2.117471933E+00 1.087039113E+00 -4.267781228E-02 2.035425417E-02 1.251182705E-02 -5.311902612E-03 2.261972055E-02
 2.111283064E+00 1.086106062E+00 -4.289944842E-02 2.049800381E-02 1.258649770E-02 -5.367123988E-03 2.276607044E-02
 2.105094433E+00 1.085149288E+00 -4.311925918E-02 2.063874528E-02 1.266209409E-02 -5.419808906E-03 2.291128226E-02
 2.098905563E+00 1.084185600E+00 -4.334038123E-02 2.077859826E-02 1.273782738E-02 -5.471701734E-03 2.305602841E-02
 2.092716932E+00 1.083221793E+00 -4.356250167E-02 2.091844939E-02 1.281348709E-02 -5.523570813E-03 2.320070378E-02
 2.086528063E+00 1.082258105E+00 -4.378461838E-02 2.105830051E-02 1.288914680E-02 -5.575439893E-03 2.334537916E-02
 2.080339432E+00 1.081294298E+00 -4.400673881E-02 2.119815350E-02 1.296480652E-02 -5.627309438E-03 2.349005453E-02
 2.074150562E+00 1.080324531E+00 -4.422818497E-02 2.132540010E-02 1.304091886E-02 -5.676758476E-03 2.362579666E-02
 2.067961931E+00 1.079352617E+00 -4.444951564E-02 2.144941874E-02 1.311701164E-02 -5.725620780E-03 2.375912853E-02
 2.061773062E+00 1.078380823E+00 -4.467084631E-02 2.157343738E-02 1.319310442E-02 -5.774483550E-03 2.389246039E-02
 2.055584431E+00 1.077409029E+00 -4.489217326E-02 2.169745602E-02 1.326919720E-02 -5.823345855E-03 2.402579412E-02
 2.049395561E+00 1.076437473E+00 -4.511573166E-02 2.182147466E-02 1.334495563E-02 -5.872054491E-03 2.415887080E-02
 2.043206930E+00 1.075454831E+00 -4.534178227E-02 2.193323337E-02 1.341858134E-02 -5.920219235E-03 2.428303286E-02
 2.037018061E+00 1.074472547E+00 -4.556642473E-02 2.204486355E-02 1.349222939E-02 -5.968249403E-03 2.440715395E-02
 2.030829191E+00 1.073490381E+00 -4.579050839E-02 2.215653285E-02 1.356590074E-02 -6.016230676E-03 2.453132160E-02
 2.024640560E+00 1.072507143E+00 -4.601795971E-02 2.226797305E-02 1.363943145E-02 -6.064504851E-03 2.465520799E-02
 2.018451691E+00 1.071515918E+00 -4.624439031E-02 2.238211408E-02 1.371450536E-02 -6.112058181E-03 2.478283085E-02
 2.012263060E+00 1.070509195E+00 -4.646885768E-02 2.250144631E-02 1.379254553E-02 -6.158226170E-03 2.491763979E-02
 2.006074190E+00 1.069502234E+00 -4.669423401E-02 2.262081392E-02 1.387048699E-02 -6.204395089E-03 2.505243383E-02
 1.999885559E+00 1.068494797E+00 -4.692123830E-02 2.274024673E-02 1.394825056E-02 -6.250565406E-03 2.518719994E-02
 1.993696809E+00 1.067487717E+00 -4.714708030E-02 2.285963297E-02 1.402614079E-02 -6.296734791E-03 2.532198653E-02
 1.987508059E+00 1.066459060E+00 -4.737459868E-02 2.298060432E-02 1.410367992E-02 -6.345391739E-03 2.545790747E-02
 1.981319308E+00 1.065412641E+00 -4.760510474E-02 2.310300805E-02 1.418083254E-02 -6.396261044E-03 2.559468150E-02
 1.975130439E+00 1.064364672E+00 -4.783783481E-02 2.322566696E-02 1.425783895E-02 -6.447483320E-03 2.573140338E-02
 1.968941689E+00 1.063316703E+00 -4.807056859E-02 2.334832586E-02 1.433484629E-02 -6.498705596E-03 2.586812712E-02
 1.962752938E+00 1.062268734E+00 -4.830330238E-02 2.347098291E-02 1.441185270E-02 -6.549927872E-03 2.600485086E-02
 1.956564188E+00 1.061205387E+00 -4.853709415E-02 2.359336987E-02 1.448553801E-02 -6.598887965E-03 2.614020929E-02
 1.950375438E+00 1.060127974E+00 -4.877182841E-02 2.371555008E-02 1.455626171E-02 -6.645855960E-03 2.627436817E-02
 1.944186687E+00 1.059050441E+00 -4.900655895E-02 2.383772843E-02 1.462698542E-02 -6.692823954E-03 2.640852891E-02
 1.937997937E+00 1.057973027E+00 -4.924128950E-02 2.395990863E-02 1.469770912E-02 -6.739792414E-03 2.654268779E-02
 1.931809187E+00 1.056894898E+00 -4.947796091E-02 2.408237755E-02 1.476832666E-02 -6.786677986E-03 2.667697892E-02
 1.925620437E+00 1.055810452E+00 -4.971431941E-02 2.420368604E-02 1.484063640E-02 -6.832468323E-03 2.681254409E-02
 1.919431686E+00 1.054719567E+00 -4.994862527E-02 2.432341687E-02 1.491497084E-02 -6.877080072E-03 2.694944292E-02
 1.913242936E+00 1.053628564E+00 -5.018205196E-02 2.444306575E-02 1.498928573E-02 -6.921689026E-03 2.708627656E-02
 1.907054186E+00 1.052537680E+00 -5.041660741E-02 2.456282265E-02 1.506362576E-02 -6.966301706E-03 2.722319588E-02
 1.900865436E+00 1.051446795E+00 -5.065248162E-02 2.468270436E-02 1.513799466E-02 -7.010919042E-03 2.736021765E-02
 1.894676685E+00 1.050354838E+00 -5.088916421E-02 2.480158769E-02 1.521236077E-02 -7.054036949E-03 2.749755420E-02
 1.888487935E+00 1.049260974E+00 -5.112719163E-02 2.491880208E-02 1.528672408E-02 -7.094652858E-03 2.763541229E-02
 1.882299185E+00 1.048165441E+00 -5.136757344E-02 2.503615804E-02 1.536076516E-02 -7.135159336E-03 2.777325921E-02
 1.876110435E+00 1.047069192E+00 -5.160908401E-02 2.515358105E-02 1.543465164E-02 -7.175612729E-03 2.791110054E-02
 1.869921684E+00 1.045973182E+00 -5.185018852E-02 2.527097985E-02 1.550859306E-02 -7.216084749E-03 2.804894559E-02
 1.863732815E+00 1.044874072E+00 -5.208984390E-02 2.539091371E-02 1.558348909E-02 -7.256759796E-03 2.818924002E-02
 1.857544065E+00 1.043760538E+00 -5.233239383E-02 2.551931888E-02 1.566038094E-02 -7.297980133E-03 2.833718807E-02
 1.851355314E+00 1.042646289E+00 -5.257597193E-02 2.564797178E-02 1.573718153E-02 -7.339256350E-03 2.848527208E-02
 1.845166564E+00 1.041531801E+00 -5.281842127E-02 2.577648312E-02 1.581377722E-02 -7.380607072E-03 2.863300592E-02
 1.838977814E+00 1.040417314E+00 -5.306087062E-02 2.590499260E-02 1.589037478E-02 -7.421957795E-03 2.878073975E-02
