%%################################################################################
%
% Institution : Professur fuer Stroemungsmechanik (PfS), 
%               Helmut-Schmidt-Universitaet Hamburg (HSU)                
%
% Author      : Michael Breuer 
%
% E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
%
% Test Case   : 2D Periodic Hill Case
%
% Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
%                 3-D finite volume,
%                 Curvilinear body-fitted coordinate system,
%                 Non-staggered (cell-centered) grid arrangement,
%                 Block-structured grids 
%                 Spatial discretization:  central, second-order accurate
%                 Temporal discretization: Predictor-corrector scheme based on 
%                                          low-storage Runge-Kutta scheme, 
%                                          second-order accurate
% 
% Case        : 4   (Re = 2800, DNS) 
%
% Please refer to               
%
%          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
%          Flow over Periodic Hills - Numerical and Experimental Study in
%          a Wide Range of Reynolds Numbers, 
%          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
%          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
%
%          for further details. 
%
%%#################################################################################
%
%   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
%
 2.816801548E+00 9.035133719E-01 1.405147649E-02 2.012407035E-02 4.290345591E-03 3.005391918E-03 1.703709736E-02
 2.810612679E+00 9.088559747E-01 1.427153964E-02 1.977621578E-02 4.341554828E-03 2.940286649E-03 1.688270643E-02
 2.804423809E+00 9.139893055E-01 1.448337547E-02 1.943511888E-02 4.390094429E-03 2.872364596E-03 1.672861353E-02
 2.798235178E+00 9.188833237E-01 1.468739286E-02 1.910210215E-02 4.435786512E-03 2.800932387E-03 1.657474227E-02
 2.792046309E+00 9.235824347E-01 1.488620974E-02 1.877650805E-02 4.479500931E-03 2.727203071E-03 1.642140560E-02
 2.785857677E+00 9.281095862E-01 1.507975999E-02 1.845757477E-02 4.521475174E-03 2.651481191E-03 1.626878418E-02
 2.779668808E+00 9.324771762E-01 1.526767481E-02 1.814485900E-02 4.561869893E-03 2.573918551E-03 1.611693576E-02
 2.773480177E+00 9.366467595E-01 1.544780843E-02 1.784035563E-02 4.600478336E-03 2.494123764E-03 1.596648246E-02
 2.767291307E+00 9.406405687E-01 1.562449895E-02 1.754506119E-02 4.637610167E-03 2.412931062E-03 1.581870578E-02
 2.761102676E+00 9.445037246E-01 1.579690352E-02 1.725694351E-02 4.673630465E-03 2.330569085E-03 1.567322388E-02
 2.754913807E+00 9.482135773E-01 1.596397534E-02 1.697800495E-02 4.708373453E-03 2.246851334E-03 1.553097367E-02
 2.748725176E+00 9.517334700E-01 1.612702385E-02 1.671485789E-02 4.742332734E-03 2.161669312E-03 1.539640874E-02
 2.742536306E+00 9.551528096E-01 1.628409140E-02 1.645925455E-02 4.775902256E-03 2.075755037E-03 1.526528038E-02
 2.736347675E+00 9.584137201E-01 1.643697917E-02 1.621589251E-02 4.808795173E-03 1.989023061E-03 1.513955649E-02
 2.730158806E+00 9.615340233E-01 1.658692770E-02 1.598382927E-02 4.840988200E-03 1.901130308E-03 1.501882169E-02
 2.723970175E+00 9.645599723E-01 1.673613302E-02 1.575975120E-02 4.872728139E-03 1.812516944E-03 1.490170974E-02
 2.717781305E+00 9.674119949E-01 1.687922515E-02 1.554975845E-02 4.904474132E-03 1.723469119E-03 1.479121763E-02
 2.711592674E+00 9.702008367E-01 1.702190377E-02 1.534532476E-02 4.936234560E-03 1.634368324E-03 1.468343660E-02
 2.705403805E+00 9.728174210E-01 1.716074906E-02 1.515563671E-02 4.967923742E-03 1.544721308E-03 1.458339579E-02
 2.699215174E+00 9.753584862E-01 1.730105467E-02 1.497293171E-02 4.999561235E-03 1.454883721E-03 1.448711287E-02
 2.693026304E+00 9.777807593E-01 1.743692905E-02 1.480059046E-02 5.031534936E-03 1.365918783E-03 1.439658087E-02
 2.686837435E+00 9.800670743E-01 1.757301576E-02 1.464089192E-02 5.063894670E-03 1.278050127E-03 1.431312226E-02
 2.680648804E+00 9.823464751E-01 1.770731620E-02 1.448155101E-02 5.096279550E-03 1.190214069E-03 1.422989648E-02
 2.674459934E+00 9.843665361E-01 1.783981174E-02 1.434631366E-02 5.129435100E-03 1.103082788E-03 1.416101120E-02
 2.668271303E+00 9.863907099E-01 1.797373220E-02 1.421091612E-02 5.162548739E-03 1.015913323E-03 1.409196295E-02
 2.662082434E+00 9.883149266E-01 1.810483634E-02 1.408456080E-02 5.196381360E-03 9.296708740E-04 1.402864698E-02
 2.655893803E+00 9.900811315E-01 1.823491231E-02 1.397305727E-02 5.231312942E-03 8.448958979E-04 1.397458650E-02
 2.649704933E+00 9.918466210E-01 1.836471446E-02 1.386157889E-02 5.266259424E-03 7.601254620E-04 1.392055769E-02
 2.643516302E+00 9.934785366E-01 1.849328727E-02 1.376193762E-02 5.302053411E-03 6.760065444E-04 1.387465559E-02
 2.637327433E+00 9.949906468E-01 1.862055808E-02 1.367290877E-02 5.338611081E-03 5.924685393E-04 1.383603923E-02
 2.631138802E+00 9.965008497E-01 1.874712668E-02 1.358394884E-02 5.375199486E-03 5.089366459E-04 1.379750203E-02
 2.624949932E+00 9.979014397E-01 1.887382567E-02 1.350463368E-02 5.412523169E-03 4.264020245E-04 1.376575697E-02
 2.618761301E+00 9.991717339E-01 1.899869740E-02 1.343655307E-02 5.450752098E-03 3.450402291E-04 1.374197379E-02
 2.612572432E+00 1.000436425E+00 1.912168413E-02 1.336875744E-02 5.489035975E-03 2.637267753E-04 1.371841878E-02
 2.606383801E+00 1.001662135E+00 1.924699359E-02 1.330493949E-02 5.527637433E-03 1.827132801E-04 1.369752828E-02
 2.600194931E+00 1.002692223E+00 1.937078126E-02 1.325957850E-02 5.567923188E-03 1.032450455E-04 1.368920505E-02
 2.594006300E+00 1.003716350E+00 1.949204504E-02 1.321482100E-02 5.608331412E-03 2.384636900E-05 1.368130744E-02
 2.587817430E+00 1.004742503E+00 1.961419173E-02 1.316985209E-02 5.648697261E-03 -5.557658369E-05 1.367326174E-02
 2.581628561E+00 1.005614042E+00 1.973784715E-02 1.314169262E-02 5.690896418E-03 -1.332831598E-04 1.367643196E-02
 2.575439930E+00 1.006410956E+00 1.985855401E-02 1.312161982E-02 5.734045990E-03 -2.102021390E-04 1.368505601E-02
 2.569251060E+00 1.007207751E+00 1.997926086E-02 1.310154703E-02 5.777195096E-03 -2.871211036E-04 1.369368006E-02
 2.563062429E+00 1.008004904E+00 2.010014467E-02 1.308145002E-02 5.820338614E-03 -3.640391224E-04 1.370228454E-02
 2.556873560E+00 1.008579135E+00 2.022114769E-02 1.308654714E-02 5.865988322E-03 -4.372610711E-04 1.372759789E-02
 2.550684929E+00 1.009153128E+00 2.034164965E-02 1.309160516E-02 5.911612883E-03 -5.103060394E-04 1.375284232E-02
 2.544496059E+00 1.009727120E+00 2.046215162E-02 1.309666410E-02 5.957237445E-03 -5.833510077E-04 1.377808675E-02
 2.538307428E+00 1.010275841E+00 2.058039978E-02 1.310419757E-02 6.003144663E-03 -6.558215828E-04 1.380492002E-02
 2.532118559E+00 1.010643482E+00 2.069995180E-02 1.313159801E-02 6.051577162E-03 -7.250851486E-04 1.384440530E-02
 2.525929928E+00 1.011014342E+00 2.082131058E-02 1.315877121E-02 6.099975668E-03 -7.945176330E-04 1.388376765E-02
 2.519741058E+00 1.011384964E+00 2.094251662E-02 1.318596303E-02 6.148376968E-03 -8.639358566E-04 1.392314117E-02
 2.513552427E+00 1.011747718E+00 2.105939016E-02 1.321371272E-02 6.196861621E-03 -9.329477907E-04 1.396281365E-02
 2.507363558E+00 1.011933565E+00 2.117771283E-02 1.326042227E-02 6.248454098E-03 -1.000007382E-03 1.401334722E-02
 2.501174927E+00 1.012122989E+00 2.129760571E-02 1.330689061E-02 6.300050765E-03 -1.067233970E-03 1.406372804E-02
 2.494986057E+00 1.012311816E+00 2.141722292E-02 1.335340180E-02 6.351646502E-03 -1.134431339E-03 1.411413494E-02
 2.488797426E+00 1.012494683E+00 2.153425105E-02 1.340031065E-02 6.403235253E-03 -1.201352919E-03 1.416479517E-02
 2.482608557E+00 1.012563229E+00 2.165244706E-02 1.345854998E-02 6.456266623E-03 -1.267392305E-03 1.422233041E-02
 2.476419926E+00 1.012589574E+00 2.177107520E-02 1.352095976E-02 6.509828847E-03 -1.333107124E-03 1.428239606E-02
 2.470231056E+00 1.012612104E+00 2.188726515E-02 1.358363405E-02 6.563351490E-03 -1.398584689E-03 1.434266753E-02
 2.464042187E+00 1.012636423E+00 2.200454660E-02 1.364619005E-02 6.616891827E-03 -1.464168658E-03 1.440284681E-02
 2.457853556E+00 1.012617826E+00 2.212207951E-02 1.371237729E-02 6.670926232E-03 -1.529554487E-03 1.446632668E-02
 2.451664686E+00 1.012501836E+00 2.224018052E-02 1.378683560E-02 6.726084277E-03 -1.594489207E-03 1.453732420E-02
 2.445476055E+00 1.012379885E+00 2.235395275E-02 1.386137400E-02 6.781198084E-03 -1.659096451E-03 1.460846420E-02
 2.439287186E+00 1.012257457E+00 2.246744744E-02 1.393591799E-02 6.836308632E-03 -1.723682624E-03 1.467961352E-02
 2.433098555E+00 1.012138009E+00 2.258307114E-02 1.401042193E-02 6.891441531E-03 -1.788429916E-03 1.475069206E-02
 2.426909685E+00 1.011929870E+00 2.269985527E-02 1.409309078E-02 6.948617287E-03 -1.853216672E-03 1.483007241E-02
 2.420721054E+00 1.011687040E+00 2.281256020E-02 1.417872123E-02 7.006355561E-03 -1.917731715E-03 1.491239760E-02
 2.414532185E+00 1.011444211E+00 2.292526700E-02 1.426435169E-02 7.064093836E-03 -1.982246758E-03 1.499472279E-02
 2.408343554E+00 1.011201382E+00 2.303797193E-02 1.434998121E-02 7.121832110E-03 -2.046762034E-03 1.507704798E-02
 2.402154684E+00 1.010946751E+00 2.315073274E-02 1.443715114E-02 7.180063985E-03 -2.112102229E-03 1.516065374E-02
 2.395966053E+00 1.010580540E+00 2.326388657E-02 1.453306060E-02 7.241570391E-03 -2.177140443E-03 1.525299065E-02
 2.389777184E+00 1.010214925E+00 2.337739617E-02 1.462891418E-02 7.303081453E-03 -2.242182381E-03 1.534530614E-02
 2.383588552E+00 1.009849310E+00 2.349090576E-02 1.472476777E-02 7.364592515E-03 -2.307224553E-03 1.543762162E-02
 2.377399683E+00 1.009481549E+00 2.360313386E-02 1.482082251E-02 7.426085416E-03 -2.372252522E-03 1.553001627E-02
 2.371211052E+00 1.009076238E+00 2.371354215E-02 1.491897460E-02 7.488414180E-03 -2.437014831E-03 1.562459581E-02
 2.365022182E+00 1.008607626E+00 2.382610552E-02 1.502028760E-02 7.552436087E-03 -2.501326147E-03 1.572304778E-02
 2.358833313E+00 1.008143783E+00 2.394090034E-02 1.512124855E-02 7.616457995E-03 -2.565654228E-03 1.582135633E-02
 2.352644682E+00 1.007677555E+00 2.405457012E-02 1.522238739E-02 7.680479903E-03 -2.629973926E-03 1.591973752E-02
 2.346455812E+00 1.007205606E+00 2.416565083E-02 1.532393508E-02 7.744500879E-03 -2.694273833E-03 1.601828448E-02
 2.340267181E+00 1.006683826E+00 2.427720837E-02 1.542889327E-02 7.809778675E-03 -2.758513438E-03 1.612012833E-02
 2.334078312E+00 1.006121755E+00 2.438915148E-02 1.553661097E-02 7.876073010E-03 -2.822703915E-03 1.622464322E-02
 2.327889681E+00 1.005556822E+00 2.449922264E-02 1.564455032E-02 7.942344993E-03 -2.886943053E-03 1.632927917E-02
 2.321700811E+00 1.004991174E+00 2.460881509E-02 1.575254463E-02 8.008612320E-03 -2.951194532E-03 1.643394679E-02
 2.315512180E+00 1.004426837E+00 2.471923456E-02 1.586044207E-02 8.074888028E-03 -3.015424591E-03 1.653856039E-02
 2.309323311E+00 1.003796577E+00 2.483124845E-02 1.597467437E-02 8.142618462E-03 -3.079851391E-03 1.664961129E-02
 2.303134680E+00 1.003141284E+00 2.494142205E-02 1.609136909E-02 8.210697211E-03 -3.144347109E-03 1.676299050E-02
 2.296945810E+00 1.002483130E+00 2.504952811E-02 1.620838419E-02 8.278659545E-03 -3.208846087E-03 1.687654853E-02
 2.290757179E+00 1.001825094E+00 2.515763417E-02 1.632540114E-02 8.346621878E-03 -3.273344832E-03 1.699010469E-02
 2.284568310E+00 1.001168966E+00 2.526712418E-02 1.644220203E-02 8.414661512E-03 -3.337841714E-03 1.710354351E-02
 2.278379679E+00 1.000418186E+00 2.537477016E-02 1.656881534E-02 8.484475315E-03 -3.402997740E-03 1.722915471E-02
 2.272190809E+00 9.996629953E-01 2.548032068E-02 1.669578813E-02 8.554189466E-03 -3.467856208E-03 1.735517941E-02
 2.266002178E+00 9.989136457E-01 2.558404207E-02 1.682170108E-02 8.623699658E-03 -3.531627357E-03 1.748073287E-02
 2.259813309E+00 9.981642365E-01 2.568776347E-02 1.694761217E-02 8.693209849E-03 -3.595398739E-03 1.760628447E-02
 2.253624439E+00 9.973886609E-01 2.578805014E-02 1.707636751E-02 8.763021789E-03 -3.659117967E-03 1.773435250E-02
 2.247435808E+00 9.965415597E-01 2.589022927E-02 1.721258648E-02 8.834734559E-03 -3.723439295E-03 1.786975190E-02
 2.241246939E+00 9.956960678E-01 2.599442936E-02 1.734872721E-02 8.906574920E-03 -3.787814174E-03 1.800514571E-02
 2.235058308E+00 9.948505163E-01 2.609855309E-02 1.748486981E-02 8.978410624E-03 -3.852187190E-03 1.814053953E-02
 2.228869438E+00 9.940009713E-01 2.619774640E-02 1.762120984E-02 9.049933404E-03 -3.916428890E-03 1.827594638E-02
 2.222680807E+00 9.931069613E-01 2.629573084E-02 1.775991358E-02 9.123404510E-03 -3.981777467E-03 1.841404475E-02
 2.216491938E+00 9.921814799E-01 2.639285661E-02 1.790029369E-02 9.198259562E-03 -4.047911149E-03 1.855405606E-02
 2.210303307E+00 9.912557006E-01 2.648958191E-02 1.804069243E-02 9.273094125E-03 -4.114034120E-03 1.869407296E-02
 2.204114437E+00 9.903287888E-01 2.658476494E-02 1.818115823E-02 9.347847663E-03 -4.180114716E-03 1.883411966E-02
 2.197925806E+00 9.893989563E-01 2.668004110E-02 1.832167432E-02 9.422649629E-03 -4.246302880E-03 1.897437125E-02
 2.191736937E+00 9.884052873E-01 2.677731402E-02 1.846326888E-02 9.498457424E-03 -4.314797930E-03 1.911901683E-02
 2.185548306E+00 9.874100685E-01 2.687161602E-02 1.860472746E-02 9.574348107E-03 -4.383184016E-03 1.926364563E-02
 2.179359436E+00 9.864139557E-01 2.696430124E-02 1.874611340E-02 9.650283493E-03 -4.451510962E-03 1.940826885E-02
 2.173170805E+00 9.854187369E-01 2.705860138E-02 1.888757199E-02 9.726175107E-03 -4.519897513E-03 1.955289952E-02
 2.166981936E+00 9.843811393E-01 2.715012617E-02 1.903744787E-02 9.803554043E-03 -4.589636810E-03 1.970662177E-02
 2.160793304E+00 9.833169580E-01 2.723528631E-02 1.919196360E-02 9.882113896E-03 -4.660039209E-03 1.986553520E-02
 2.154604435E+00 9.822527766E-01 2.732044458E-02 1.934647933E-02 9.960673749E-03 -4.730441142E-03 2.002444863E-02
 2.148415804E+00 9.811843038E-01 2.740705386E-02 1.950191706E-02 1.003940124E-02 -4.801666364E-03 2.018374018E-02
 2.142226934E+00 9.800864458E-01 2.749238349E-02 1.966356859E-02 1.012034528E-02 -4.874737933E-03 2.034948580E-02
 2.136038065E+00 9.789519310E-01 2.757825702E-02 1.983380131E-02 1.020419877E-02 -4.949884489E-03 2.052474208E-02
 2.129849434E+00 9.778174162E-01 2.766413055E-02 2.000403591E-02 1.028805133E-02 -5.025030579E-03 2.069999836E-02
 2.123660564E+00 9.766829610E-01 2.775000408E-02 2.017426863E-02 1.037190482E-02 -5.100177135E-03 2.087525278E-02
 2.117471933E+00 9.755452275E-01 2.783215791E-02 2.034467086E-02 1.045598369E-02 -5.175128579E-03 2.105067857E-02
 2.111283064E+00 9.743627906E-01 2.791398577E-02 2.051643096E-02 1.053929795E-02 -5.251815077E-03 2.122483589E-02
 2.105094433E+00 9.731706977E-01 2.799577080E-02 2.068848349E-02 1.062244456E-02 -5.328877829E-03 2.139871754E-02
 2.098905563E+00 9.719791412E-01 2.807850391E-02 2.086066268E-02 1.070553996E-02 -5.406013224E-03 2.157259546E-02
 2.092716932E+00 9.707859755E-01 2.815850638E-02 2.103247307E-02 1.078878436E-02 -5.482940003E-03 2.174648456E-02
 2.086528063E+00 9.695928693E-01 2.823850885E-02 2.120428532E-02 1.087202877E-02 -5.559866782E-03 2.192037180E-02
 2.080339432E+00 9.683411717E-01 2.831561118E-02 2.138588950E-02 1.095661242E-02 -5.637675989E-03 2.210491151E-02
 2.074150562E+00 9.670754075E-01 2.839115076E-02 2.156952396E-02 1.104158442E-02 -5.715636536E-03 2.229190245E-02
 2.067961931E+00 9.658070207E-01 2.846324071E-02 2.175231092E-02 1.112687308E-02 -5.793398712E-03 2.247890830E-02
 2.061773062E+00 9.645385742E-01 2.853532881E-02 2.193509974E-02 1.121216081E-02 -5.871160422E-03 2.266591601E-02
 2.055584431E+00 9.632713199E-01 2.860889025E-02 2.211824991E-02 1.129731443E-02 -5.949006882E-03 2.285291627E-02
 2.049395561E+00 9.619567394E-01 2.868195251E-02 2.230731957E-02 1.138544548E-02 -6.026412360E-03 2.304713987E-02
 2.043206930E+00 9.606227279E-01 2.875136212E-02 2.249794267E-02 1.147475839E-02 -6.103508174E-03 2.324373461E-02
 2.037018061E+00 9.592939019E-01 2.881800756E-02 2.268787287E-02 1.156382263E-02 -6.180037279E-03 2.344003320E-02
 2.030829191E+00 9.579684138E-01 2.888282202E-02 2.287734114E-02 1.165272109E-02 -6.256190129E-03 2.363613434E-02
 2.024640560E+00 9.566414952E-01 2.894611098E-02 2.306668833E-02 1.174167637E-02 -6.332394201E-03 2.383221500E-02
 2.018451691E+00 9.552673101E-01 2.900357917E-02 2.326497994E-02 1.183132827E-02 -6.409571972E-03 2.403347194E-02
 2.012263060E+00 9.538656473E-01 2.906047739E-02 2.346916869E-02 1.192131173E-02 -6.487292703E-03 2.423808537E-02
 2.006074190E+00 9.524656534E-01 2.911927924E-02 2.367323264E-02 1.201122068E-02 -6.564995740E-03 2.444267832E-02
 1.999885559E+00 9.510642290E-01 2.917642333E-02 2.387740463E-02 1.210119389E-02 -6.642714143E-03 2.464728989E-02
 1.993696809E+00 9.496598840E-01 2.923005261E-02 2.408180945E-02 1.219130494E-02 -6.720464677E-03 2.485194430E-02
 1.987508059E+00 9.482324123E-01 2.928229608E-02 2.429303713E-02 1.228275150E-02 -6.800106261E-03 2.506176569E-02
 1.981319308E+00 9.467715025E-01 2.933254279E-02 2.451412193E-02 1.237612683E-02 -6.882481277E-03 2.527905442E-02
 1.975130439E+00 9.453091025E-01 2.938099578E-02 2.473549359E-02 1.246950310E-02 -6.964892615E-03 2.549643815E-02
 1.968941689E+00 9.438434839E-01 2.942573465E-02 2.495746315E-02 1.256287936E-02 -7.047377527E-03 2.571401931E-02
 1.962752938E+00 9.423796535E-01 2.947259322E-02 2.517908998E-02 1.265625563E-02 -7.129820529E-03 2.593148686E-02
 1.956564188E+00 9.409075379E-01 2.952001803E-02 2.540254407E-02 1.275041793E-02 -7.212507538E-03 2.615062520E-02
 1.950375438E+00 9.393807650E-01 2.956455760E-02 2.563758940E-02 1.284902450E-02 -7.296645083E-03 2.637982741E-02
 1.944186687E+00 9.378489256E-01 2.960520051E-02 2.587314323E-02 1.294730604E-02 -7.380639669E-03 2.660924010E-02
 1.937997937E+00 9.363170266E-01 2.964584343E-02 2.610869892E-02 1.304558758E-02 -7.464634720E-03 2.683865093E-02
 1.931809187E+00 9.347825050E-01 2.968944050E-02 2.634478174E-02 1.314426679E-02 -7.549061440E-03 2.706842683E-02
 1.925620437E+00 9.332453012E-01 2.973269299E-02 2.658113278E-02 1.324297767E-02 -7.633530069E-03 2.729837596E-02
 1.919431686E+00 9.316388369E-01 2.977113053E-02 2.682501823E-02 1.334549673E-02 -7.719106972E-03 2.753954194E-02
 1.913242936E+00 9.300214648E-01 2.981198952E-02 2.707036585E-02 1.344898995E-02 -7.805276662E-03 2.778287604E-02
 1.907054186E+00 9.284045100E-01 2.985315956E-02 2.731569484E-02 1.355249248E-02 -7.891479880E-03 2.802618034E-02
 1.900865436E+00 9.267857671E-01 2.989288419E-02 2.756110579E-02 1.365595218E-02 -7.977528498E-03 2.826962434E-02
 1.894676685E+00 9.251616001E-01 2.992822789E-02 2.780676074E-02 1.375928335E-02 -8.063110523E-03 2.851348370E-02
 1.888487935E+00 9.235024452E-01 2.996324934E-02 2.805154398E-02 1.386453025E-02 -8.150332607E-03 2.876027115E-02
 1.882299185E+00 9.217976332E-01 2.999785542E-02 2.829519100E-02 1.397227310E-02 -8.239688352E-03 2.901087515E-02
 1.876110435E+00 9.200917482E-01 3.003131039E-02 2.853891812E-02 1.407999638E-02 -8.329072967E-03 2.926152572E-02
 1.869921684E+00 9.183813930E-01 3.005991876E-02 2.878298238E-02 1.418763865E-02 -8.418573067E-03 2.951238304E-02
 1.863732815E+00 9.166730046E-01 3.009069152E-02 2.902689762E-02 1.429531630E-02 -8.508021943E-03 2.976314723E-02
 1.857544065E+00 9.149653912E-01 3.012224846E-02 2.927075699E-02 1.440300792E-02 -8.597451262E-03 3.001387976E-02
 1.851355314E+00 9.132035375E-01 3.015022725E-02 2.951493300E-02 1.451473404E-02 -8.692644536E-03 3.026468866E-02
 1.845166564E+00 9.114373326E-01 3.017221019E-02 2.975934930E-02 1.462641917E-02 -8.788336068E-03 3.051580675E-02
 1.838977814E+00 9.096711278E-01 3.019419312E-02 3.000376746E-02 1.473810431E-02 -8.884028532E-03 3.076692298E-02
 1.832789063E+00 9.079093337E-01 3.021315858E-02 3.024783358E-02 1.484972890E-02 -8.979436010E-03 3.101794980E-02
 1.826600313E+00 9.061498642E-01 3.023016453E-02 3.049171716E-02 1.496131346E-02 -9.074700996E-03 3.126893938E-02
 1.820411563E+00 9.043533206E-01 3.023887426E-02 3.073994070E-02 1.507351641E-02 -9.172250517E-03 3.152078763E-02
