%%################################################################################
%
% Institution : Professur fuer Stroemungsmechanik (PfS), 
%               Helmut-Schmidt-Universitaet Hamburg (HSU)                
%
% Author      : Michael Breuer 
%
% E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
%
% Test Case   : 2D Periodic Hill Case
%
% Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
%                 3-D finite volume,
%                 Curvilinear body-fitted coordinate system,
%                 Non-staggered (cell-centered) grid arrangement,
%                 Block-structured grids 
%                 Spatial discretization:  central, second-order accurate
%                 Temporal discretization: Predictor-corrector scheme based on 
%                                          low-storage Runge-Kutta scheme, 
%                                          second-order accurate
% 
% Case        : 4   (Re = 2800, DNS) 
%
% Please refer to               
%
%          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
%          Flow over Periodic Hills - Numerical and Experimental Study in
%          a Wide Range of Reynolds Numbers, 
%          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
%          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
%
%          for further details. 
%
%%#################################################################################
%
%   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
%
 2.959842920E+00 8.450409770E-01 2.000773093E-03 2.018051781E-02 1.130015589E-03 2.208278747E-03 1.465705689E-02
 2.955478907E+00 8.607169390E-01 2.269173274E-03 1.985031366E-02 1.259259181E-03 2.263427712E-03 1.465022936E-02
 2.951114893E+00 8.748509884E-01 2.544586314E-03 1.950320043E-02 1.390323043E-03 2.308961237E-03 1.462351531E-02
 2.946750641E+00 8.876271248E-01 2.826875076E-03 1.915269904E-02 1.522509847E-03 2.346301451E-03 1.458488591E-02
 2.942386627E+00 8.992192149E-01 3.114595311E-03 1.880499534E-02 1.655106898E-03 2.376685850E-03 1.453806087E-02
 2.938022614E+00 9.097825885E-01 3.406614531E-03 1.846485399E-02 1.787596964E-03 2.401180333E-03 1.448627561E-02
 2.933658600E+00 9.194346666E-01 3.701743204E-03 1.813580655E-02 1.919290866E-03 2.420667559E-03 1.443185471E-02
 2.929294348E+00 9.282846451E-01 3.999083303E-03 1.782015897E-02 2.049591625E-03 2.435928909E-03 1.437651087E-02
 2.924930334E+00 9.364457726E-01 4.298560787E-03 1.751838811E-02 2.178282244E-03 2.447633771E-03 1.432124991E-02
 2.920566320E+00 9.439798594E-01 4.598744679E-03 1.723174192E-02 2.304607071E-03 2.456292277E-03 1.426699106E-02
 2.916202068E+00 9.509882927E-01 4.900254309E-03 1.695916988E-02 2.428674838E-03 2.462351462E-03 1.421407703E-02
 2.911838055E+00 9.575282335E-01 5.202426109E-03 1.670036279E-02 2.550130710E-03 2.466114238E-03 1.416279748E-02
 2.907474041E+00 9.636486173E-01 5.504630972E-03 1.645481028E-02 2.668678528E-03 2.467815531E-03 1.411332656E-02
 2.903110027E+00 9.694004059E-01 5.807339214E-03 1.622165367E-02 2.784207463E-03 2.467670478E-03 1.406570617E-02
 2.898745775E+00 9.748250842E-01 6.108931266E-03 1.599940658E-02 2.896691905E-03 2.465729835E-03 1.401967648E-02
 2.894381762E+00 9.799566269E-01 6.409714464E-03 1.578750089E-02 3.006070387E-03 2.462146105E-03 1.397530828E-02
 2.890017748E+00 9.847924113E-01 6.709577050E-03 1.558643673E-02 3.111901460E-03 2.456759801E-03 1.393275429E-02
 2.885653734E+00 9.893603921E-01 7.008471061E-03 1.539538335E-02 3.214104334E-03 2.449556720E-03 1.389192510E-02
 2.881289482E+00 9.937242866E-01 7.306856103E-03 1.521241199E-02 3.313156776E-03 2.440910321E-03 1.385259256E-02
 2.876925468E+00 9.979038239E-01 7.603198756E-03 1.503654104E-02 3.409309778E-03 2.430831781E-03 1.381457038E-02
 2.872561455E+00 1.001888037E+00 7.898044772E-03 1.486852393E-02 3.502148902E-03 2.419161377E-03 1.377808582E-02
 2.868197441E+00 1.005670309E+00 8.190978318E-03 1.470907591E-02 3.591128858E-03 2.405575244E-03 1.374333538E-02
 2.863833189E+00 1.009325624E+00 8.483351208E-03 1.455518045E-02 3.677494358E-03 2.390692709E-03 1.370972022E-02
 2.859469175E+00 1.012863398E+00 8.773690090E-03 1.440624986E-02 3.761568805E-03 2.374576172E-03 1.367714070E-02
 2.855105162E+00 1.016199708E+00 9.061319754E-03 1.426587068E-02 3.841353115E-03 2.356234239E-03 1.364617515E-02
 2.850741148E+00 1.019445896E+00 9.348466992E-03 1.412958745E-02 3.918957431E-03 2.336747712E-03 1.361584757E-02
 2.846376896E+00 1.022601843E+00 9.633591399E-03 1.399720181E-02 3.994604107E-03 2.316151513E-03 1.358615886E-02
 2.842012882E+00 1.025599003E+00 9.916170500E-03 1.387191284E-02 4.066322930E-03 2.293399535E-03 1.355726458E-02
 2.837648869E+00 1.028532863E+00 1.019830629E-02 1.374953333E-02 4.136345815E-03 2.269769087E-03 1.352861430E-02
 2.833284855E+00 1.031367302E+00 1.047764998E-02 1.363154966E-02 4.203993827E-03 2.244813368E-03 1.350036450E-02
 2.828920603E+00 1.034101486E+00 1.075636223E-02 1.351746172E-02 4.268713295E-03 2.218266251E-03 1.347171701E-02
 2.824556589E+00 1.036788344E+00 1.103355549E-02 1.340522524E-02 4.332279321E-03 2.191013889E-03 1.344303321E-02
 2.820192575E+00 1.039351463E+00 1.130771451E-02 1.329929847E-02 4.392865114E-03 2.161908895E-03 1.341558062E-02
 2.815828562E+00 1.041869640E+00 1.158189494E-02 1.319512725E-02 4.452202935E-03 2.132032299E-03 1.338809542E-02
 2.811464310E+00 1.044307113E+00 1.185382996E-02 1.309414301E-02 4.509669729E-03 2.100866055E-03 1.336075738E-02
 2.807100296E+00 1.046674967E+00 1.212474890E-02 1.299586054E-02 4.565253388E-03 2.068437869E-03 1.333344541E-02
 2.802736282E+00 1.048994303E+00 1.239359379E-02 1.289952267E-02 4.619760904E-03 2.035200829E-03 1.330629829E-02
 2.798372269E+00 1.051230669E+00 1.266120188E-02 1.280651521E-02 4.672193434E-03 2.000322798E-03 1.327940170E-02
 2.794008017E+00 1.053438783E+00 1.292728819E-02 1.271467842E-02 4.724117927E-03 1.964960247E-03 1.325270254E-02
 2.789644003E+00 1.055553794E+00 1.319177542E-02 1.262679324E-02 4.773921799E-03 1.927855308E-03 1.322656777E-02
 2.785279989E+00 1.057649136E+00 1.345495414E-02 1.253973413E-02 4.823478870E-03 1.890465384E-03 1.320065185E-02
 2.780915976E+00 1.059655666E+00 1.371645462E-02 1.245709416E-02 4.871101119E-03 1.851450070E-03 1.317566913E-02
 2.776551723E+00 1.061644435E+00 1.397659536E-02 1.237535756E-02 4.918528255E-03 1.812191098E-03 1.315099373E-02
 2.772187710E+00 1.063553095E+00 1.423579548E-02 1.229772065E-02 4.964410327E-03 1.771502313E-03 1.312739309E-02
 2.767823696E+00 1.065435410E+00 1.449357625E-02 1.222145651E-02 5.010006949E-03 1.730432385E-03 1.310429908E-02
 2.763459682E+00 1.067256689E+00 1.475043688E-02 1.214859262E-02 5.054406356E-03 1.688287128E-03 1.308225561E-02
 2.759095430E+00 1.069035649E+00 1.500521973E-02 1.207815111E-02 5.098252092E-03 1.645509037E-03 1.306115929E-02
 2.754731417E+00 1.070779443E+00 1.525992434E-02 1.200967841E-02 5.141437985E-03 1.602039440E-03 1.304071303E-02
 2.750367403E+00 1.072455406E+00 1.551190484E-02 1.194524392E-02 5.183792673E-03 1.557415002E-03 1.302195713E-02
 2.746003389E+00 1.074131608E+00 1.576476917E-02 1.188069116E-02 5.226003937E-03 1.512736664E-03 1.300303638E-02
 2.741639137E+00 1.075713754E+00 1.601473428E-02 1.182239596E-02 5.266991444E-03 1.466103015E-03 1.298680622E-02
 2.737275124E+00 1.077294230E+00 1.626377180E-02 1.176431961E-02 5.308108870E-03 1.419491135E-03 1.297078654E-02
 2.732911110E+00 1.078819752E+00 1.651186310E-02 1.170964073E-02 5.348549690E-03 1.371679478E-03 1.295626163E-02
 2.728547096E+00 1.080301523E+00 1.675759070E-02 1.165791694E-02 5.388711113E-03 1.323004020E-03 1.294324547E-02
 2.724182844E+00 1.081781030E+00 1.700415835E-02 1.160618290E-02 5.428723525E-03 1.274228212E-03 1.293012127E-02
 2.719818830E+00 1.083173275E+00 1.724767126E-02 1.156046614E-02 5.468220450E-03 1.223373110E-03 1.292008907E-02
 2.715454817E+00 1.084563136E+00 1.749024354E-02 1.151499059E-02 5.507862195E-03 1.172533142E-03 1.291028969E-02
 2.711090803E+00 1.085920811E+00 1.773258299E-02 1.147204451E-02 5.547340959E-03 1.120825065E-03 1.290177181E-02
 2.706726551E+00 1.087227106E+00 1.797264069E-02 1.143330894E-02 5.586897489E-03 1.067880075E-03 1.289561205E-02
 2.702362537E+00 1.088533521E+00 1.821290329E-02 1.139452215E-02 5.626416299E-03 1.014929614E-03 1.288940292E-02
 2.697998524E+00 1.089784503E+00 1.845151186E-02 1.136075333E-02 5.666101351E-03 9.607730317E-04 1.288608927E-02
 2.693634510E+00 1.091005683E+00 1.868813112E-02 1.132973749E-02 5.706077907E-03 9.060503799E-04 1.288444549E-02
 2.689270258E+00 1.092228889E+00 1.892573945E-02 1.129851025E-02 5.745879374E-03 8.512990316E-04 1.288261451E-02
 2.684906244E+00 1.093381405E+00 1.916140690E-02 1.127387118E-02 5.786297843E-03 7.953506429E-04 1.288507041E-02
 2.680542231E+00 1.094515800E+00 1.939568855E-02 1.125080604E-02 5.827038549E-03 7.391237887E-04 1.288860757E-02
 2.676178217E+00 1.095652938E+00 1.963092946E-02 1.122760959E-02 5.867592525E-03 6.829132326E-04 1.289200317E-02
 2.671813965E+00 1.096711159E+00 1.986435987E-02 1.121138595E-02 5.909012631E-03 6.258192006E-04 1.290053967E-02
 2.667449951E+00 1.097755313E+00 2.009642497E-02 1.119638886E-02 5.950736813E-03 5.685633514E-04 1.291003171E-02
 2.663085938E+00 1.098801136E+00 2.032956667E-02 1.118127070E-02 5.992294289E-03 5.113290390E-04 1.291938405E-02
 2.658721924E+00 1.099771500E+00 2.056110464E-02 1.117199287E-02 6.034894846E-03 4.533983883E-04 1.293356437E-02
 2.654357672E+00 1.100719452E+00 2.079112828E-02 1.116440631E-02 6.077941507E-03 3.952327534E-04 1.294918358E-02
 2.649993658E+00 1.101669788E+00 2.102223970E-02 1.115667261E-02 6.120818667E-03 3.371178464E-04 1.296464074E-02
 2.645629644E+00 1.102561831E+00 2.125204727E-02 1.115283184E-02 6.164657418E-03 2.784423414E-04 1.298344601E-02
 2.641265631E+00 1.103414178E+00 2.148056589E-02 1.115166023E-02 6.209198385E-03 2.193611872E-04 1.300455444E-02
 2.636901379E+00 1.104265690E+00 2.170874737E-02 1.115054917E-02 6.253789645E-03 1.602542179E-04 1.302571874E-02
 2.632537365E+00 1.105091214E+00 2.193705365E-02 1.115113776E-02 6.298784167E-03 1.009441185E-04 1.304832194E-02
 2.628173351E+00 1.105847597E+00 2.216379344E-02 1.115629170E-02 6.345059723E-03 4.098488716E-05 1.307482366E-02
 2.623809338E+00 1.106600761E+00 2.238923497E-02 1.116174925E-02 6.391500123E-03 -1.908644845E-05 1.310158707E-02
 2.619445086E+00 1.107357025E+00 2.261597291E-02 1.116690412E-02 6.437775679E-03 -7.904595259E-05 1.312808972E-02
 2.615081072E+00 1.108031988E+00 2.284085006E-02 1.117817778E-02 6.485543214E-03 -1.396008884E-04 1.315993350E-02
 2.610717058E+00 1.108689785E+00 2.306451648E-02 1.119078044E-02 6.533678155E-03 -2.003534464E-04 1.319293585E-02
 2.606353045E+00 1.109348536E+00 2.328855544E-02 1.120329276E-02 6.581772584E-03 -2.610679076E-04 1.322585996E-02
 2.601988792E+00 1.109983444E+00 2.351271547E-02 1.121776085E-02 6.630330347E-03 -3.218587954E-04 1.326061320E-02
 2.597624779E+00 1.110552311E+00 2.373589203E-02 1.123771444E-02 6.680253893E-03 -3.829848138E-04 1.330047380E-02
 2.593260765E+00 1.111117721E+00 2.395756543E-02 1.125788782E-02 6.730321329E-03 -4.442661302E-04 1.334055886E-02
 2.588896751E+00 1.111686587E+00 2.418073826E-02 1.127784234E-02 6.780245341E-03 -5.053924397E-04 1.338042039E-02
 2.584532499E+00 1.112204075E+00 2.440307476E-02 1.130159758E-02 6.831133738E-03 -5.665874924E-04 1.342382934E-02
 2.580168486E+00 1.112682939E+00 2.462478727E-02 1.132820919E-02 6.882747170E-03 -6.278340588E-04 1.346990280E-02
 2.575804472E+00 1.113159537E+00 2.484492213E-02 1.135506108E-02 6.934469100E-03 -6.892685196E-04 1.351619232E-02
 2.571440458E+00 1.113638520E+00 2.506662905E-02 1.138167270E-02 6.986082532E-03 -7.505154936E-04 1.356226671E-02
 2.567076206E+00 1.114052892E+00 2.528746426E-02 1.141352486E-02 7.039027754E-03 -8.119572885E-04 1.361275557E-02
 2.562712193E+00 1.114443183E+00 2.550796978E-02 1.144734584E-02 7.092473563E-03 -8.734723669E-04 1.366490405E-02
 2.558348179E+00 1.114830494E+00 2.572663873E-02 1.148154680E-02 7.145985961E-03 -9.351663757E-04 1.371729281E-02
 2.553983927E+00 1.115220785E+00 2.594714239E-02 1.151536778E-02 7.199431770E-03 -9.966816287E-04 1.376944128E-02
 2.549619913E+00 1.115549564E+00 2.616599575E-02 1.155524049E-02 7.253774907E-03 -1.058653928E-03 1.382606290E-02
 2.545255899E+00 1.115856767E+00 2.638426982E-02 1.159723848E-02 7.308433298E-03 -1.120786648E-03 1.388425566E-02
 2.540891886E+00 1.116160631E+00 2.660062909E-02 1.163974497E-02 7.363090757E-03 -1.183120068E-03 1.394267473E-02
 2.536527634E+00 1.116467834E+00 2.681890130E-02 1.168174297E-02 7.417749148E-03 -1.245253021E-03 1.400086842E-02
 2.532163620E+00 1.116726041E+00 2.703615837E-02 1.172930282E-02 7.473448757E-03 -1.307776081E-03 1.406310499E-02
 2.527799606E+00 1.116952181E+00 2.725275047E-02 1.178049762E-02 7.529829629E-03 -1.370554208E-03 1.412798464E-02
 2.523435593E+00 1.117174983E+00 2.746708319E-02 1.183233224E-02 7.586216088E-03 -1.433456549E-03 1.419310737E-02
 2.519071341E+00 1.117401123E+00 2.768367529E-02 1.188352704E-02 7.642596494E-03 -1.496234676E-03 1.425798703E-02
 2.514707327E+00 1.117603064E+00 2.789954469E-02 1.193743106E-02 7.699323352E-03 -1.559238532E-03 1.432474330E-02
 2.510343313E+00 1.117752433E+00 2.811385319E-02 1.199721824E-02 7.756801322E-03 -1.622732496E-03 1.439557411E-02
 2.505979300E+00 1.117900014E+00 2.832674980E-02 1.205737609E-02 7.814291865E-03 -1.686304924E-03 1.446656696E-02
 2.501615047E+00 1.118048549E+00 2.854036354E-02 1.211734582E-02 7.871775888E-03 -1.749837655E-03 1.453747693E-02
 2.497251034E+00 1.118197918E+00 2.875467017E-02 1.217713300E-02 7.929254323E-03 -1.813331619E-03 1.460830774E-02
 2.492887020E+00 1.118281364E+00 2.896890789E-02 1.224192698E-02 7.986683398E-03 -1.876141992E-03 1.468105428E-02
 2.488523006E+00 1.118354678E+00 2.918313257E-02 1.230749302E-02 8.044105023E-03 -1.938847010E-03 1.475409698E-02
 2.484158754E+00 1.118425727E+00 2.939497679E-02 1.237360388E-02 8.101724088E-03 -2.001608023E-03 1.482766680E-02
 2.479794741E+00 1.118498921E+00 2.960919403E-02 1.243917271E-02 8.159146644E-03 -2.064313274E-03 1.490071043E-02
 2.475430727E+00 1.118531585E+00 2.982274443E-02 1.251189411E-02 8.218200877E-03 -2.127034124E-03 1.497986261E-02
 2.471066713E+00 1.118537784E+00 3.003586084E-02 1.258925349E-02 8.278314024E-03 -2.189764986E-03 1.506297663E-02
 2.466702461E+00 1.118541598E+00 3.024694324E-02 1.266699564E-02 8.338541724E-03 -2.252674429E-03 1.514636818E-02
 2.462338448E+00 1.118547797E+00 3.046004288E-02 1.274435781E-02 8.398655802E-03 -2.315406688E-03 1.522948500E-02
 2.457974434E+00 1.118518591E+00 3.067293018E-02 1.282594074E-02 8.459619246E-03 -2.378054662E-03 1.531653572E-02
 2.453610420E+00 1.118467212E+00 3.088568337E-02 1.291016862E-02 8.521115407E-03 -2.440649550E-03 1.540605258E-02
 2.449246168E+00 1.118414879E+00 3.109608963E-02 1.299448684E-02 8.582844399E-03 -2.503416734E-03 1.549574919E-02
 2.444882154E+00 1.118363500E+00 3.130882606E-02 1.307871472E-02 8.644342422E-03 -2.566013020E-03 1.558526792E-02
 2.440518141E+00 1.118277192E+00 3.152136505E-02 1.316432282E-02 8.706882596E-03 -2.628552262E-03 1.567715406E-02
 2.436154127E+00 1.118169546E+00 3.173378482E-02 1.325076912E-02 8.770057000E-03 -2.691056579E-03 1.577048376E-02
 2.431789875E+00 1.118060231E+00 3.194404766E-02 1.333706826E-02 8.833518252E-03 -2.753782319E-03 1.586387865E-02
 2.427425861E+00 1.117952585E+00 3.215645254E-02 1.342351362E-02 8.896694519E-03 -2.816288499E-03 1.595720649E-02
 2.423061848E+00 1.117811322E+00 3.236918896E-02 1.351124514E-02 8.961037733E-03 -2.878716914E-03 1.605244353E-02
 2.418697834E+00 1.117650032E+00 3.258212656E-02 1.359974314E-02 9.026076645E-03 -2.941099228E-03 1.614881866E-02
 2.414333582E+00 1.117487550E+00 3.279266134E-02 1.368834544E-02 9.091444314E-03 -3.003622172E-03 1.624538749E-02
 2.409969568E+00 1.117326140E+00 3.300557658E-02 1.377684437E-02 9.156486019E-03 -3.066005651E-03 1.634176262E-02
 2.405605555E+00 1.117134094E+00 3.321802244E-02 1.386833284E-02 9.222809225E-03 -3.128340933E-03 1.644095033E-02
 2.401241541E+00 1.116924047E+00 3.343019262E-02 1.396157127E-02 9.289884008E-03 -3.190648276E-03 1.654178090E-02
 2.396877289E+00 1.116712332E+00 3.364003077E-02 1.405513380E-02 9.357337840E-03 -3.253101837E-03 1.664296165E-02
 2.392513275E+00 1.116502285E+00 3.385217860E-02 1.414837502E-02 9.424415417E-03 -3.315410577E-03 1.674379595E-02
 2.388149261E+00 1.116264582E+00 3.406489640E-02 1.424468867E-02 9.492735378E-03 -3.377590328E-03 1.684792712E-02
 2.383785248E+00 1.116010785E+00 3.427793831E-02 1.434278488E-02 9.561776184E-03 -3.439695574E-03 1.695397310E-02
 2.379420996E+00 1.115756035E+00 3.448845446E-02 1.444095094E-02 9.631251916E-03 -3.501916770E-03 1.706031337E-02
 2.375056982E+00 1.115502357E+00 3.470147774E-02 1.453904714E-02 9.700296447E-03 -3.564022947E-03 1.716636308E-02
 2.370692968E+00 1.115224957E+00 3.491417319E-02 1.463965978E-02 9.770662524E-03 -3.626146354E-03 1.727588288E-02
 2.366328955E+00 1.114933968E+00 3.512668610E-02 1.474172156E-02 9.841789491E-03 -3.688279307E-03 1.738740318E-02
 2.361964703E+00 1.114642024E+00 3.533657640E-02 1.484396867E-02 9.913376532E-03 -3.750630189E-03 1.749929413E-02
 2.357600689E+00 1.114351034E+00 3.554906696E-02 1.494603138E-02 9.984508157E-03 -3.812765237E-03 1.761081629E-02
 2.353236675E+00 1.114035606E+00 3.576156497E-02 1.505047642E-02 1.005669963E-02 -3.875082126E-03 1.772539876E-02
 2.348872662E+00 1.113705873E+00 3.597407043E-02 1.515630167E-02 1.012950670E-02 -3.937504254E-03 1.784175262E-02
 2.344508410E+00 1.113374472E+00 3.618356586E-02 1.526237186E-02 1.020270307E-02 -4.000210669E-03 1.795848086E-02
 2.340144396E+00 1.113044858E+00 3.639604524E-02 1.536819898E-02 1.027551293E-02 -4.062635358E-03 1.807483844E-02
 2.335780382E+00 1.112690091E+00 3.660746291E-02 1.547624264E-02 1.034939289E-02 -4.125713371E-03 1.819388755E-02
 2.331416368E+00 1.112320662E+00 3.681825846E-02 1.558558177E-02 1.042389777E-02 -4.189173225E-03 1.831451431E-02
 2.327052116E+00 1.111949563E+00 3.702593967E-02 1.569524221E-02 1.049874816E-02 -4.252881277E-03 1.843553409E-02
 2.322688103E+00 1.111580133E+00 3.723670542E-02 1.580458507E-02 1.057325583E-02 -4.316343460E-03 1.855616271E-02
 2.318324089E+00 1.111188054E+00 3.744722158E-02 1.591604017E-02 1.064861845E-02 -4.380196333E-03 1.867922768E-02
 2.313960075E+00 1.110782504E+00 3.765758127E-02 1.602875628E-02 1.072449051E-02 -4.444282502E-03 1.880374178E-02
 2.309595823E+00 1.110376120E+00 3.786469251E-02 1.614194736E-02 1.080065779E-02 -4.508527461E-03 1.892869174E-02
 2.305231810E+00 1.109970570E+00 3.807502612E-02 1.625466719E-02 1.087653264E-02 -4.572615027E-03 1.905321144E-02
 2.300867796E+00 1.109548092E+00 3.828468546E-02 1.637011953E-02 1.095314324E-02 -4.637046717E-03 1.918057539E-02
 2.296503782E+00 1.109115362E+00 3.849393502E-02 1.648722962E-02 1.103019994E-02 -4.701687489E-03 1.930966787E-02
 2.292139530E+00 1.108680010E+00 3.869964182E-02 1.660500281E-02 1.110749505E-02 -4.766368773E-03 1.943935454E-02
 2.287775517E+00 1.108247280E+00 3.890885785E-02 1.672212034E-02 1.118455455E-02 -4.831009544E-03 1.956845261E-02
 2.283411503E+00 1.107795477E+00 3.911838308E-02 1.684149541E-02 1.126214676E-02 -4.895072896E-03 1.970033348E-02
 2.279047489E+00 1.107331753E+00 3.932809457E-02 1.696228608E-02 1.134007331E-02 -4.958773963E-03 1.983395778E-02
 2.274683237E+00 1.106866241E+00 3.953393921E-02 1.708436199E-02 1.141821593E-02 -5.022560712E-03 1.996849291E-02
 2.270319223E+00 1.106402397E+00 3.974362090E-02 1.720516384E-02 1.149614342E-02 -5.086262710E-03 2.010212466E-02
 2.265955210E+00 1.105923653E+00 3.995293751E-02 1.732935943E-02 1.157483365E-02 -5.149874836E-03 2.023887075E-02
 2.261591196E+00 1.105435371E+00 4.016201198E-02 1.745575480E-02 1.165401656E-02 -5.213428289E-03 2.037763596E-02
 2.257226944E+00 1.104943395E+00 4.036662355E-02 1.758369058E-02 1.173336804E-02 -5.277163349E-03 2.051722445E-02
 2.252862930E+00 1.104454994E+00 4.057566449E-02 1.771009713E-02 1.181255281E-02 -5.340718664E-03 2.065599523E-02
 2.248498917E+00 1.103943586E+00 4.078444466E-02 1.783906855E-02 1.189271174E-02 -5.403880496E-03 2.079755068E-02
 2.244134903E+00 1.103416562E+00 4.099301994E-02 1.796978898E-02 1.197353378E-02 -5.466778297E-03 2.094099671E-02
 2.239770651E+00 1.102884889E+00 4.119712487E-02 1.810168102E-02 1.205464173E-02 -5.530035589E-03 2.108509652E-02
 2.235406637E+00 1.102357745E+00 4.140569270E-02 1.823240332E-02 1.213546470E-02 -5.592934322E-03 2.122854441E-02
 2.231042624E+00 1.101816416E+00 4.161379486E-02 1.836594194E-02 1.221755892E-02 -5.656533875E-03 2.137503400E-02
 2.226678610E+00 1.101264715E+00 4.182151705E-02 1.850148104E-02 1.230056304E-02 -5.720636342E-03 2.152368613E-02
 2.222314358E+00 1.100708365E+00 4.202492163E-02 1.863689534E-02 1.238414086E-02 -5.785132293E-03 2.167257108E-02
 2.217950344E+00 1.100156665E+00 4.223265499E-02 1.877243444E-02 1.246714499E-02 -5.849234294E-03 2.182122506E-02
 2.213586330E+00 1.099583149E+00 4.244051501E-02 1.890843175E-02 1.255138032E-02 -5.913267378E-03 2.197190933E-02
 2.209222317E+00 1.098993063E+00 4.264841229E-02 1.904475503E-02 1.263655350E-02 -5.977255758E-03 2.212412283E-02
 2.204858065E+00 1.098399401E+00 4.285231605E-02 1.917997189E-02 1.272246335E-02 -6.041716784E-03 2.227623202E-02
 2.200494051E+00 1.097809315E+00 4.306023195E-02 1.931630261E-02 1.280763280E-02 -6.105702370E-03 2.242844552E-02
 2.196130037E+00 1.097211003E+00 4.326882958E-02 1.945383102E-02 1.289411075E-02 -6.170518231E-03 2.258280292E-02
 2.191765785E+00 1.096606135E+00 4.347790405E-02 1.959228888E-02 1.298165228E-02 -6.236003712E-03 2.273886837E-02
 2.187401772E+00 1.095997810E+00 4.368288442E-02 1.972876862E-02 1.307006087E-02 -6.301809568E-03 2.289445698E-02
 2.183037758E+00 1.095393062E+00 4.389198869E-02 1.986724138E-02 1.315759588E-02 -6.367292721E-03 2.305052616E-02
 2.178673744E+00 1.094770908E+00 4.410127923E-02 2.000406198E-02 1.324616466E-02 -6.432607304E-03 2.320699953E-02
